anchor_id,anchor_text,anchor_keywords,anchor_summary,target_id,target_text,target_keywords,target_summary
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.2.3,"Some mid-latitude and semi-arid regions, and the South American Monsoon region, are projected to see the highest increase in the temperature of the hottest days, at about 1.5 to 2 times the rate of global warming . The Arctic is projected to experience the highest increase in the temperature of the coldest days, at about three times the rate of global warming . With additional global warming, the frequency of marine heatwaves will continue to increase , particularly in the tropical ocean and the Arctic .  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.2.5,"Additional warming is projected to further amplify permafrost thawing and loss of seasonal snow cover, of land ice and of Arctic sea ice . The Arctic is likely to be practically sea ice-free in September31at least once before 2050 under the five illustrative scenarios considered in this report, with more frequent occurrences for higher warming levels. There is low confidence in the projected decrease of Antarctic sea ice. ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.3,"Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation and the severity of wet and dry events.  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.3.1,"There is strengthened evidence since AR5 that the global water cycle will continue to intensify as global temperatures rise , with precipitation and surface water flows projected to become more variable over most land regions within seasons  and from year to year . The average annual global land precipitation is projected to increase by 0–5% under the very low GHG emissions scenario (SSP1-1.9), 1.5–8% for the intermediate GHG emissions scenario (SSP2-4.5) and 1–13% under the very high GHG emissions scenario (SSP5-8.5) by 2081–2100 relative to 1995–2014 (likely ranges). Precipitation is projected to increase over high latitudes, the equatorial Pacific and parts of the monsoon regions, but decrease over parts of the subtropics and limited areas in the tropics in SSP2-4.5, SSP3-7.0 and SSP5-8.5 (very likely). The portion of the global land experiencing detectable increases or decreases in seasonal mean precipitation is projected to increase . There is high confidence in an earlier onset of spring snowmelt, with higher peak flows at the expense of summer flows in snow-dominated regions globally.  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.3.2,"A warmer climate will intensify very wet and very dry weather and climate events and seasons, with implications for flooding or drought , but the location and frequency of these events depend on projected changes in regional atmospheric circulation, including monsoons and mid-latitude storm tracks. It is very likely that rainfall variability related to the El Niño–Southern Oscillation is projected to be amplified by the second half of the 21st century in the SSP2-4.5, SSP3-7.0 and SSP5-8.5 scenarios.  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.4,"Under scenarios with increasing CO2emissions, the ocean and land carbon sinks are projected to be less effective at slowing the accumulation of CO2in the atmosphere.  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.5,"Many changes due to past and future greenhouse gas emissions are irreversible for centuries to millennia, especially changes in the ocean, ice sheets and global sea level.  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.5.1,"Past GHG emissions since 1750 have committed the global ocean to future warming . Over the rest of the 21st century, likely ocean warming ranges from 2–4 (SSP1-2.6) to 4–8 times (SSP5-8.5) the 1971–2018 change. Based on multiple lines of evidence, upper ocean stratification (virtually certain), ocean acidification (virtually certain) and ocean deoxygenation  will continue to increase in the 21st century, at rates dependent on future emissions. Changes are irreversible on centennial to millennial time scales in global ocean temperature , deep-ocean acidification  and deoxygenation .  ",,
LR 3.1.1.g,"Continued GHG emissions will further affect all major climate system components, and many changes will be irreversible on centennial to millennial time scales. Many changes in the climate system become larger in direct relation to increasing global warming. With every additional increment of global warming, changes in extremes continue to become larger. Additional warming will lead to more frequent and intense marine heatwaves and is projected to further amplify permafrost thawing and loss of seasonal snow cover, glaciers, land ice and Arctic sea ice . Continued global warming is projected to further intensify the global water cycle, including its variability, global monsoon precipitation60, and very wet and very dry weather and climate events and seasons . The portion of global land experiencing detectable changes in seasonal mean precipitation is projected to increase  with more variable precipitation and surface water flows over most land regions within seasons  and from year to year . Many changes due to past and future GHG emissions are irreversible61on centennial to millennial time scales, especially in the ocean, ice sheets and global sea level (see 3.1.3). Ocean acidification (virtually certain), ocean deoxygenation  and global mean sea level (virtually certain) will continue to increase in the 21st century, at rates dependent on future emissions.  ",,, WGI SPM B.5.3,"It is virtually certain that global mean sea level will continue to rise over the 21st century. Relative to 1995–2014, the likely global mean sea level rise by 2100 is 0.28–0.55 m under the very low GHG emissions scenario (SSP1-1.9); 0.32–0.62 m under the low GHG emissions scenario (SSP1-2.6); 0.44–0.76 m under the intermediate GHG emissions scenario (SSP2-4.5); and 0.63–1.01 m under the very high GHG emissions scenario (SSP5-8.5); and by 2150 is 0.37–0.86 m under the very low scenario (SSP1-1.9); 0.46–0.99 m under the low scenario (SSP1-2.6); 0.66–1.33 m under the intermediate scenario (SSP2-4.5); and 0.98–1.88 m under the very high scenario (SSP5-8.5) .35Global mean sea level rise above the likely range – approaching 2 m by 2100 and 5 m by 2150 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes.  ",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,,WGI SPM C.2,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Changes in several climatic impact-drivers would be more widespread at 2°C compared to 1.5°C global warming and even more widespread and/or pronounced for higher warming levels.  (Table SPM.1, Figure SPM.9)",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,, WGI SPM C.2.1,"All regions39are projected to experience further increases in hot climatic impact-drivers (CIDs) and decreases in cold CIDs . Further decreases are projected in permafrost; snow, glaciers and ice sheets; and lake and Arctic sea ice (medium to high confidence).40These changes would be larger at 2°C global warming or above than at 1.5°C (high confidence). For example, extreme heat thresholds relevant to agriculture and health are projected to be exceeded more frequently at higher global warming levels . (Table SPM.1, Figure SPM.9)",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,, WGI SPM C.2.2,"At 1.5°C global warming, heavy precipitation and associated flooding are projected to intensify and be more frequent in most regions in Africa and Asia , North America (medium to high confidence)40and Europe . Also, more frequent and/or severe agricultural and ecological droughts are projected in a few regions in all inhabited continents except Asia compared to 1850–1900 ; increases in meteorological droughts are also projected in a few regions . A small number of regions are projected to experience increases or decreases in mean precipitation .  (Table SPM.1)",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,, WGI SPM C.2.3,"At 2°C global warming and above, the level of confidence in and the magnitude of the change in droughts and heavy and mean precipitation increase compared to those at 1.5°C. Heavy precipitation and associated flooding events are projected to become more intense and frequent in the Pacific Islands and across many regions of North America and Europe (medium to high confidence).40These changes are also seen in some regions in Australasia and Central and South America (medium  confidence). Several regions in Africa, South America and Europe are projected to experience an increase in frequency and/or severity of agricultural and ecological droughts with medium to high confidence;40increases are also projected in Australasia, Central and North America, and the Caribbean with medium confidence. A small number of regions in Africa, Australasia, Europe and North America are also projected to be affected by increases in hydrological droughts, and several regions are projected to be affected by increases or decreases in meteorological droughts, with more regions displaying an increase . Mean precipitation is projected to increase in all polar, northern European and northern North American regions, most Asian regions and two regions of South America . (Table SPM.1, Figure SPM.5, Figure SPM.6, Figure SPM.9)",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,, WGI SPM C.2.4,"More CIDs across more regions are projected to change at 2°C and above compared to 1.5°C global warming (high confidence). Region-specific changes include intensification of tropical cyclones and/or extratropical storms , increases in river floods (medium to high confidence),40reductions in mean precipitation and increases in aridity (medium to high confidence),40and increases in fire weather (medium to high confidence).40There is low confidence in most regions in potential future changes in other CIDs, such as hail, ice storms, severe storms, dust storms, heavy snowfall and landslides. (Table SPM.1, Figure SPM.9)",,
LR 3.1.1.h,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Increases in hot and decreases in cold climatic impact-drivers, such as temperature extremes, are projected in all regions . At 1.5°C global warming, heavy precipitation and flooding events are projected to intensify and become more frequent in most regions in Africa, Asia , North America (medium to high confidence) and Europe . At 2°C or above, these changes expand to more regions and/or become more significant , and more frequent and/or severe agricultural and ecological droughts are projected in Europe, Africa, Australasia and North, Central and South America (medium to high confidence). Other projected regional changes include intensification of tropical cyclones and/or extratropical storms , and increases in aridity and fire weather62(medium to high confidence). Compound heatwaves and droughts become likely more frequent, including concurrently at multiple locations . ",,, WGI SPM C.2.7,"Many regions are projected to experience an increase in the probability of compound events with higher global warming . In particular, concurrent heatwaves and droughts are likely to become more frequent. Concurrent extremes at multiple locations, including in crop-producing areas, become more frequent at 2°C and above compared to 1.5°C global warming .  (Table SPM.1)",,
LR 3.1.2.g,"With every increment of warming, climate change impacts and risks will become increasingly complex and more difficult to manage. Many regions are projected to experience an increase in the probability of compound events with higher global warming, such as concurrent heatwaves and droughts, compound flooding and fire weather. In addition, multiple climatic and non-climatic risk drivers such as biodiversity loss or violent conflict will interact, resulting in compounding overall risk and risks cascading across sectors and regions. Furthermore, risks can arise from some responses that are intended to reduce the risks of climate change, e.g., adverse side effects of some emission reduction and carbon dioxide removal (CDR) measures (see 3.4.1).  ",,,WGI SPM C.2.7,"Many regions are projected to experience an increase in the probability of compound events with higher global warming . In particular, concurrent heatwaves and droughts are likely to become more frequent. Concurrent extremes at multiple locations, including in crop-producing areas, become more frequent at 2°C and above compared to 1.5°C global warming .  (Table SPM.1)",,
LR 3.1.3.a,"The likelihood of abrupt and irreversible changes and their impacts increase with higher global warming levels . As warming levels increase, so do the risks of species extinction or irreversible loss of biodiversity in ecosystems such as forests , coral reefs  and in Arctic regions . Risks associated with large-scale singular events or tipping points, such as ice sheet instability or ecosystem loss from tropical forests, transition to high risk between 1.5°C–2.5°C  and to very high risk between 2.5°C–4°C . The response of biogeochemical cycles to anthropogenic perturbations can be abrupt at regional scales and irreversible on decadal to century time scales . The probability of crossing uncertain regional thresholds increases with further warming . ",,,WGI SPM C.3.2,"Low-likelihood, high-impact outcomes34could occur at global and regional scales even for global warming within the very likely range for a given GHG emissions scenario. The probability of low-likelihood, high-impact outcomes increases with higher global warming levels . Abrupt responses and tipping points of the climate system, such as strongly increased Antarctic ice-sheet melt and forest dieback, cannot be ruled out .  (Table SPM.1)",,
LR 3.1.3.b,"Sea level rise is unavoidable for centuries to millennia due to continuing deep ocean warming and ice sheet melt, and sea levels will remain elevated for thousands of years . Global mean sea level rise will continue in the 21st century (virtually certain), with projected regional relative sea level rise within 20% of the global mean along two-thirds of the global coastline . The magnitude, the rate, the timing of threshold exceedances, and the long-term commitment of sea level rise depend on emissions, with higher emissions leading to greater and faster rates of sea level rise. Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 and risks for coastal ecosystems, people and infrastructure will continue to increase beyond 2100 . At sustained warming levels between 2°C and 3°C, the Greenland and West Antarctic ice sheets will be lost almost completely and irreversibly over multiple millennia (limited evidence). The probability and rate of ice mass loss increase with higher global surface temperatures . Over the next 2000 years, global mean sea level will rise by about 2– 3 m if warming is limited to 1.5°C and 2–6 m if limited to 2°C . Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: global mean sea level was very likely 5–25 m higher than today roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher than 1850–1900 . Further examples of unavoidable changes in the climate system due to multi-decadal or longer response timescales include continued glacier melt  and permafrost carbon loss .  ",,,WGI SPM B.5.2,"Mountain and polar glaciers are committed to continue melting for decades or centuries . Loss of permafrost carbon following permafrost thaw is irreversible at centennial time scales . Continued ice loss over the 21st century is virtually certain for the Greenland Ice Sheet and likely for the Antarctic Ice Sheet. There is high confidence that total ice loss from the Greenland Ice Sheet will increase with cumulative emissions. There is limited evidence for low-likelihood, high-impact outcomes (resulting from ice-sheet instability processes characterized by deep uncertainty and in some cases involving tipping points) that would strongly increase ice loss from the Antarctic Ice Sheet for centuries under high GHG emissions scenarios.34",,
LR 3.1.3.b,"Sea level rise is unavoidable for centuries to millennia due to continuing deep ocean warming and ice sheet melt, and sea levels will remain elevated for thousands of years . Global mean sea level rise will continue in the 21st century (virtually certain), with projected regional relative sea level rise within 20% of the global mean along two-thirds of the global coastline . The magnitude, the rate, the timing of threshold exceedances, and the long-term commitment of sea level rise depend on emissions, with higher emissions leading to greater and faster rates of sea level rise. Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 and risks for coastal ecosystems, people and infrastructure will continue to increase beyond 2100 . At sustained warming levels between 2°C and 3°C, the Greenland and West Antarctic ice sheets will be lost almost completely and irreversibly over multiple millennia (limited evidence). The probability and rate of ice mass loss increase with higher global surface temperatures . Over the next 2000 years, global mean sea level will rise by about 2– 3 m if warming is limited to 1.5°C and 2–6 m if limited to 2°C . Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: global mean sea level was very likely 5–25 m higher than today roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher than 1850–1900 . Further examples of unavoidable changes in the climate system due to multi-decadal or longer response timescales include continued glacier melt  and permafrost carbon loss .  ",,, WGI SPM B.5.3,"It is virtually certain that global mean sea level will continue to rise over the 21st century. Relative to 1995–2014, the likely global mean sea level rise by 2100 is 0.28–0.55 m under the very low GHG emissions scenario (SSP1-1.9); 0.32–0.62 m under the low GHG emissions scenario (SSP1-2.6); 0.44–0.76 m under the intermediate GHG emissions scenario (SSP2-4.5); and 0.63–1.01 m under the very high GHG emissions scenario (SSP5-8.5); and by 2150 is 0.37–0.86 m under the very low scenario (SSP1-1.9); 0.46–0.99 m under the low scenario (SSP1-2.6); 0.66–1.33 m under the intermediate scenario (SSP2-4.5); and 0.98–1.88 m under the very high scenario (SSP5-8.5) .35Global mean sea level rise above the likely range – approaching 2 m by 2100 and 5 m by 2150 under a very high GHG emissions scenario (SSP5-8.5)  – cannot be ruled out due to deep uncertainty in ice-sheet processes.  ",,
LR 3.1.3.b,"Sea level rise is unavoidable for centuries to millennia due to continuing deep ocean warming and ice sheet melt, and sea levels will remain elevated for thousands of years . Global mean sea level rise will continue in the 21st century (virtually certain), with projected regional relative sea level rise within 20% of the global mean along two-thirds of the global coastline . The magnitude, the rate, the timing of threshold exceedances, and the long-term commitment of sea level rise depend on emissions, with higher emissions leading to greater and faster rates of sea level rise. Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 and risks for coastal ecosystems, people and infrastructure will continue to increase beyond 2100 . At sustained warming levels between 2°C and 3°C, the Greenland and West Antarctic ice sheets will be lost almost completely and irreversibly over multiple millennia (limited evidence). The probability and rate of ice mass loss increase with higher global surface temperatures . Over the next 2000 years, global mean sea level will rise by about 2– 3 m if warming is limited to 1.5°C and 2–6 m if limited to 2°C . Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: global mean sea level was very likely 5–25 m higher than today roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher than 1850–1900 . Further examples of unavoidable changes in the climate system due to multi-decadal or longer response timescales include continued glacier melt  and permafrost carbon loss .  ",,, WGI SPM B.5.4,"In the longer term, sea level is committed to rise for centuries to millennia due to continuing deep-ocean warming and ice-sheet melt and will remain elevated for thousands of years . Over the next 2000 years, global mean sea level will rise by about 2 to 3 m if warming is limited to 1.5°C, 2 to 6 m if limited to 2°C and 19 to 22 m with 5°C of warming, and it will continue to rise over subsequent millennia . Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: likely 5–10 m higher than today around 125,000 years ago, when global temperatures were very likely 0.5°C–1.5°C higher than 1850–1900; and very likely 5–25 m higher roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher (medium confidence). ",,
LR 3.1.3.b,"Sea level rise is unavoidable for centuries to millennia due to continuing deep ocean warming and ice sheet melt, and sea levels will remain elevated for thousands of years . Global mean sea level rise will continue in the 21st century (virtually certain), with projected regional relative sea level rise within 20% of the global mean along two-thirds of the global coastline . The magnitude, the rate, the timing of threshold exceedances, and the long-term commitment of sea level rise depend on emissions, with higher emissions leading to greater and faster rates of sea level rise. Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 and risks for coastal ecosystems, people and infrastructure will continue to increase beyond 2100 . At sustained warming levels between 2°C and 3°C, the Greenland and West Antarctic ice sheets will be lost almost completely and irreversibly over multiple millennia (limited evidence). The probability and rate of ice mass loss increase with higher global surface temperatures . Over the next 2000 years, global mean sea level will rise by about 2– 3 m if warming is limited to 1.5°C and 2–6 m if limited to 2°C . Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: global mean sea level was very likely 5–25 m higher than today roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher than 1850–1900 . Further examples of unavoidable changes in the climate system due to multi-decadal or longer response timescales include continued glacier melt  and permafrost carbon loss .  ",,, WGI SPM C.2.5,"It is very likely to virtually certain40that regional mean relative sea level rise will continue throughout the 21st century, except in a few regions with substantial geologic land uplift rates. Approximately two-thirds of the global coastline has a projected regional relative sea level rise within ±20% of the global mean increase . Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 . Relative sea level rise contributes to increases in the frequency and severity of coastal flooding in low-lying areas and to coastal erosion along most sandy coasts .  ",,
