,file_path,sentence,section
2211,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/1_p.xml,This article showed that the problem of adaptation evaluation is linked to challenges in establishing causality and to inadequate definitions of adaptation’s effectiveness in protecting human health.,CON
2212,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/1_p.xml,"The theoretical framework puts forward the idea of using a set of proxy indicators, measuring effects of adaptation on determinants of health in seven domains.",CON
2213,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/1_p.xml,"As such, the framework allows for measures to reduce health-related inequities and to advance climate justice to become part of the adaptation evaluation standard.",CON
2214,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/2_p.xml,"To complement this framework, standard epidemiological studies to identity causal relationships are still needed.",CON
2215,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/2_p.xml,The key is to view both the methodological and the theoretical approaches as useful.,CON
2216,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/2_p.xml,"This framework can help to circumnavigate the limitations of causality outlined above, but it cannot replace the standard definition of effectiveness.",CON
2217,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/2_p.xml,"Instead, combined approaches, such as applying epidemiological methods to analyze indicator relationships within the domains, will likely increase applicability of the model.",CON
2218,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/4_p.xml,Can climate justice become a Public Health ethics issue for the anthropogenic climate change era?,CON
2219,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/4_p.xml,"While the two have been linked, the role of justice in adaptation and specifically health-focused adaptation has rarely been discussed.",CON
2220,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/4_p.xml,"This comes as a surprise, particularly in light of the long research tradition in Public Health focusing on the social, environmental, and cultural determinants of health.",CON
2221,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/4_p.xml,"Climate change is fraught with ethical implications, such as vulnerability to increased weather extremes, fuel poverty, access to clean air, and safe housing.",CON
2222,/Users/pm286/projects/semanticClimate/climate_justice/PMC5041066/sections/1_body/6_7._conclusions/4_p.xml,This theoretical framework acknowledges these connections and aims to provide a template to be filled with contextually appropriate variables in evaluation.,CON
2223,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/0_title.xml,Conclusion,CON
2224,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/1_p.xml,The climate-migration-health nexus is complex and heterogeneous.,CON
2225,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/1_p.xml,Children are particularly vulnerable both to the short- and long-term consequences of climate change and should be at the core of climate adaptation strategies.,CON
2226,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/1_p.xml,"Furthermore, the definition of a climate refugee is critical for the protection of the vulnerable populations displaced nationally and globally as a consequence of climate change.",CON
2227,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/1_p.xml,"LMICs bear the highest burden of impacts despite their overall low contribution to GHG emissions but are still lacking the technical competencies and the necessary bargaining powers to mitigate, and adapt to, the effects of changing climate.",CON
2228,/Users/pm286/projects/semanticClimate/climate_justice/PMC8515916/sections/2_body/4_conclusion/1_p.xml,"Concurrently, the growing GHG emissions from LMICs in the last few decades has highlighted the need for sustainable economic development using green solutions and energy, through collaboration with HICs.",CON
2229,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/8_p.xml,"Finally, while our paper has focused on wind, future work should explore if our findings carry over to the solar industry.",CON
2230,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/8_p.xml,"After all, Native lands have vast solar potential but vary in solar installed capacity.",CON
2231,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/8_p.xml,It will be crucial to see if wind development crowds out solar or there are some synergies within tribal nations that allow the co-evolution of both wind and solar.,CON
2232,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/0_title.xml,Conclusion,CON
2233,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,Our paper should not be interpreted as implying that tribal governments are slow to take advantage of renewable energy resources and convert them into commercially viable assets.,CON
2234,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,Installing turbines is both costly and lengthy.,CON
2235,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,It involves confronting many administrative hurdles.,CON
2236,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,A turbine proposal is not a frivolous exercise; tribes must submit a great deal of specific data about their plans to the FAA.,CON
2237,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,Tribes may seek FAA approval while they are still recruiting outside investors.,CON
2238,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,"Future research could explore why certain proposals get translated into actual turbines, even within the context of a given tribe, and explain the variation in the time from plan proposal to turbine installation.",CON
2239,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/3_p.xml,This analysis could add further nuance to the understanding of wind industry development in tribal lands.,CON
2240,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/1_p.xml,Do resources bring about economic prosperity or do resources translate into economic gains only in the presence of appropriate administrative capacity and institutions to exploit them?,CON
2241,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/1_p.xml,We examine this question in the context of wind energy resources that Native Nations possess.,CON
2242,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/1_p.xml,The surprising finding is that wind energy potential has not translated into installed wind energy installed capacity.,CON
2243,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/1_p.xml,"This suggests that tribal governments’ wind energy development is far more a social, political, and economic phenomenon than a physical one.",CON
2244,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"Wind penetration is also impeded by limited transmission capacity, which impacts the economic viability of wind facilities.",CON
2245,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"Of course, new transmission lines could be added but along with increased costs, this requires cumbersome regulatory processes, and sometimes dealing with local NIMBY dynamics.",CON
2246,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,Scholars note that the development of a “smart grid” could relieve network congestion.,CON
2247,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"Historically, transmission ratings (thermal ratings to ensure that lines do no overheat when they transmit electricity) tend to be based on fixed weather conditions.",CON
2248,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"Because such weather conditions can change (such as temperature in lower than assumed in the calculations), the actual transmission capacity might remain underutilized.",CON
2249,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,This also could lead to the idling of wind farms when they could be generating electricity and earning revenue.,CON
2250,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"However, the development of new sensory technology such as dynamic thermal rating system can help relieve grid congestion  47 ,  48 .",CON
2251,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"The idea is that instead of assuming a fixed transmission capacity for the line (which often based on conservative assumptions about weather), the actual capacity can be assessed by sensors that track local weather conditions.",CON
2252,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"Whenever there is a gap between assessed capacity and the real capacity, wind facilities that might have been idled due to network congestion, can be activated.",CON
2253,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/5_p.xml,"If tribal wind energy is impeded by network congestion issue, the development of smart grid technologies could help improve the uptake of wind energy in native tribal lands.",CON
2254,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,Our paper has several limitations.,CON
2255,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,"First, we offer a cross-sectional analysis of wind turbine count, not a longitudinal one.",CON
2256,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,"As climate policy has evolved over the years, longitudinal analysis can add more nuance to how the policy environment might shape the evolution of the wind energy industry on tribal lands.",CON
2257,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,"Second, our dependent variable is the count of wind turbines and not wind installed capacity.",CON
2258,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,This issue will become more important in the future as wind turbines with vastly larger generation capacity are beginning to arrive on the market.,CON
2259,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,"While this technology so far tends to be focused on offshore turbines where not only the wind flows are stronger but also the aesthetic issues are less relevant, it is possible that eventually, these bigger turbines will be installed onshore as well.",CON
2260,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/7_p.xml,"Thus, future work should seek data on wind capacity as opposed to counting turbines.",CON
2261,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/2_p.xml,"We find that tribal casinos, a proxy for the government’s administrative capacity and the experience the government has with setting up and running a commercial enterprise, are associated with wind energy installation.",CON
2262,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/2_p.xml,"This suggests that that administrative capacity is the bottleneck to turn wind potential into installed capacity—the substantive and statistically significant effects of casino size support our speculation that richer jurisdictions tend to have stronger capacities to start wind energy projects, and most vitally, to push those projects to completion.",CON
2263,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,We acknowledge the literature on turbine location as an issue of climate justice and environmental racism.,CON
2264,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Climate justice has several dimensions, and an important one pertains to the asymmetrical distribution in the gains from decarbonization  49 .",CON
2265,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Typical examples include subsidies for electric cars or rooftop solar, which tend to flow to richer households.",CON
2266,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"The inability of Native Nations to convert wind energy potential into a tangible economic resource raises questions as to why these nations are not benefiting from the broader thrust of decarbonizing electricity generation, which to some extent benefits from governmental subsidies.",CON
2267,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,We recognize that wind turbines might be welcomed in all communities.,CON
2268,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Indeed, several municipalities and counties have enacted laws to discourage the installation of wind energy turbines  50 .",CON
2269,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Tribal nations, as sovereign governments, might decide that wind turbines are not a good fit for their lands and citizens.",CON
2270,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Eventually, the decision about building wind turbines must be grounded in local knowledge of needs and circumstances.",CON
2271,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,"Nevertheless, as countries and companies adopt net zero-emission targets, demand for wind energy will increase.",CON
2272,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/6_p.xml,This does provide an important economic opportunity for tribal nations to leverage their wind energy potential into a tangible economic resource.,CON
2273,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,"Sometimes wind potential remains untapped because utilities find that wind facilities produce electricity intermittently, specifically, only when there is a sufficient wind flow.",CON
2274,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,The problem is accentuated when there is a mispatch between electricity generation and peak electricity demand.,CON
2275,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,"For example, there might be demand surge in the evening when people return home, start their appliances and charge their cars.",CON
2276,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,"But if wind flows are feeble during the evening, there is excess demand for electricity.",CON
2277,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,"This means wind systems require back-ups to meet the peak demand, which often is provided by gas-fired turbines.",CON
2278,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,Scholars note that the rapid technological improvements in battery storage could address this issue  44 – 46 .,CON
2279,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,Wind turbines could generate electricity when the wind flow is strong and store the excess electricity in batteries.,CON
2280,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,"When electricity demand peaks, utilities could draw electricity from these batteries even when wind turbines might not be functioning.",CON
2281,/Users/pm286/projects/semanticClimate/climate_justice/PMC8880873/sections/2_body/3_conclusion/4_p.xml,Future research should track how decreases in battery storage costs might help improve the economics of wind energy and therefore wind penetration in tribal areas.,CON
2282,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/1_title.xml,Conclusion,CON
2283,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/3_p.xml,The central question of this study remains highly relevant: how can people be moved to collective action to protect our climate during a climate collapse?,CON
2284,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/3_p.xml,"This study sheds light on how difficult it is to trigger this behaviour, which is even more reason for psychology studies using longitudinal designs and objective measurements of key behaviors.",CON
2285,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/2_p.xml,"The intensive video intervention increased several psychological factors associated with collective action on climate, but only a few participants attended activist events.",CON
2286,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/2_p.xml,The main weakness in this design may have been the reliance on paid study participation: we appear to have inadvertently selected some of the financially challenged students in our community who had little time and resources for volunteer activities.,CON
2287,/Users/pm286/projects/semanticClimate/climate_justice/PMC9156928/sections/2_body/4_conclusion/2_p.xml,The study design could be strengthened in multiple ways from better video-making to creating different participation opportunities.,CON
2288,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/0_title.xml,Conclusion,CON
2289,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/3_p.xml,The question arises as to the degree to which Santal women are able to use their personal agency to overcome the “power over” and the hidden forms of agency which combine to keep them left behind.,CON
2290,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/3_p.xml,"An analytic model presented in the Introduction (see Figure A1) posited that four structural drivers underpin marginalisation processes: (1) an inadequate asset base; (2) poor access to services and infrastructure; (3) weak political voice, empowerment and institutional governance; and (4) identity-based exclusion and social norms.",CON
2291,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/3_p.xml,"The first three structural drivers – assets, services and voice – can also act as “enablers” to lift people out of poverty.",CON
2292,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/3_p.xml,"However, the processes of identity-based exclusion – and the social norms which underpin and “rationalise” this – are an underlying driver preventing marginalised people (including middle-income Muslim women) from accessing and using the first three drivers to their advantage.",CON
2293,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,Our research shows that Muslim and Santal women in the study community continue to face institutional barriers to accessing agricultural technologies.,CON
2294,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,"Their access to resources, knowledge, financial services, markets and more varies according to their socio-economic location in society and their ethnicity.",CON
2295,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,"At the same time, the findings suggest that a relatively simple empowerment process – training in wheat–maize technologies through a women’s organisation – has started to enable women to secure access to innovations and start making important choices in their lives.",CON
2296,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,The fact that they have a strong woman as a leader appears pivotal to success.,CON
2297,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,It is worth analysing and verifying this process through an empowerment conceptual lens.,CON
2298,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,Kabeer ( 1999 ) argues that the ability to make choices is a defining feature of empowerment: to be disempowered implies to be denied choice.,CON
2299,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,The concept of empowerment refers to the processes by which people who have been denied the ability to make choices acquire such an ability.,CON
2300,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,Kabeer considers that the ability to exercise choice can be thought of in terms of three inter-related dimensions: Resources (preconditions) → Agency (process) → Achievements (outcomes).,CON
2301,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,"Resources include material, human and social resources which serve to enhance the ability to make choice.",CON
2302,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,Agency is the ability to define one’s goals and act upon them.,CON
2303,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,"It can take the form of decisionmaking, bargaining and negotiation, deception and manipulation, subversion and resistance, and the processes of reflection and analysis.",CON
2304,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/1_p.xml,"Taken together, resources and agency allow women to achieve outcomes important to them (Kabeer  1999 ).",CON
2305,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/5_p.xml,"Taken together, this analysis suggests that the transformational power of women’s agency has been underestimated in conceptualisations of the drivers of horizontal group-based processes of marginalisation.",CON
2306,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/5_p.xml,This conclusion is summarised in Figure A3.,CON
2307,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/5_p.xml,"It shows that the establishment of the Union Federation and the channelling of technical training to women was the precondition for women, Santal and low-income Muslim, to effectively express their agency.",CON
2308,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/5_p.xml,This in turn has led to the ability of Santal and low-income Muslim women to secure a range of achievements.,CON
2309,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/5_p.xml,"In turn, this is starting to shift the balance of power towards women who have been left behind.",CON
2310,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/7_p.xml,"Finally, we should take note of the extraordinary intrinsic power poor people can have to change their lives.",CON
2311,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/7_p.xml,"In so doing, they very much illustrate Sen’s ( 1990 , 44) conceptualisation of empowerment as “replacing the domination of circumstances and chance by the domination of individuals over chance and circumstances”.",CON
2312,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/7_p.xml,This is one of the building blocks of achieving the ambition of the SDGs to leave no one behind.,CON
2313,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,Kabeer’s analytical framework ( 1999 ) is helpful to explore our findings further.,CON
2314,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,She points out that the concept of agency has positive and negative meanings in relation to power.,CON
2315,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,The negative sense of “power over” refers to the capacity of people (and organisations) to override the agency of others.,CON
2316,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"To an extent, our data supports the enactment of this form of power through the RDRS (and its funders).",CON
2317,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"Its targeting criteria, which are both “hard” (area of land farmed) and “soft” (the trainee should be known to us) exclude low-income women and men and thus disallow them the chance to express and build their agency.",CON
2318,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,This may have the long-term effect of deepening their marginalisation.,CON
2319,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"In the positive sense of “power to”, agency describes people’s capacity to define their own life choices and to pursue their own goals (Kabeer  1999 ).",CON
2320,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,Our data supports this reading of agency as well.,CON
2321,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,Some Santal and ethnic Bengali women are starting to define their own life choices and pursue their own goals – facilitated by the women’s organisation.,CON
2322,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"A third form of agency, described as “power with”, refers to the capacity to augment power through collective action.",CON
2323,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,There is evidence of this form of power being operationalised in the study community.,CON
2324,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,Successful women innovators receive support from male family members and their extended family.,CON
2325,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,Santal and Muslim women are working together through the Kalipara Union Federation to cooperate in securing access to wheat–maize innovations.,CON
2326,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"Finally, power can also exist in the absence of any apparent agency.",CON
2327,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/2_p.xml,"Norms and rules governing social behaviour can ensure that certain outcomes, such as identity-based marginalisation, are reproduced without obvious exercise of agency (Kabeer  1999 ).",CON
2328,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,"It appears that even in circumstances of very low access to assets and services, weak political voice and identity-based marginalisation processes, women’s agency is a powerful mechanism for overturning all of these, to a greater or lesser degree.",CON
2329,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,This allows us to modify Kabeer’s simple linear model with a more complex version ( Figure 2 ).,CON
2330,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,"The two-way arrows symbolise what will become increasingly systemic iterations between agency, resources and achievements as feedback loops are set in motion.",CON
2331,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,The challenge for agricultural research organisations and their partners is to feed into and reinforce these feedback loops in a positive way that speaks to the “power to” and “power with” forms of agency that we have described.,CON
2332,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,Figure 2.,CON
2333,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,The power of women’s agency in creating positive feedback loops.,CON
2334,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/6_p.xml,Source: The authors.,CON
2335,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,Our data show that Santal women are beginning to flip the first three drivers of marginalisation to their advantage.,CON
2336,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,"They are using their agency to turn the tables on their identity-based exclusion through securing access to assets, services and institutional governance processes in relation to wheat–maize innovations, and that they have achieved this in a very short time.",CON
2337,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,The data further shows that low-income Muslim women involved in field-based agriculture are seizing the opportunities first opened by the Kalipara Union Federation and Santal women in order to insert themselves into these empowerment processes.,CON
2338,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,"This includes setting up further women-led networks – for example, the low-income Muslim woman who organised a learning group of 25 women in her community.",CON
2339,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,"Whilst Muslim and Santal women do not share all the features of horizontal group-based forms of marginalisation (see Figures A1 and A2), they share sufficient features to enable cooperation along specific trajectories.",CON
2340,/Users/pm286/projects/semanticClimate/climate_justice/PMC7077353/sections/1_body/5_conclusion/4_p.xml,"For example, low-income Muslim and Santal women are engaged in field agriculture, have the same household responsibilities and the same interests in securing income, but both groups have long been excluded from training on field crops.",CON
2341,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/8_p.xml,The authors hope that this analysis will serve policy-makers when reviewing their countries’ NDCs and also it shows the need to establish a cooperation framework that allows the regional group to move towards the 1.5 °C goal.,CON
2342,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/8_p.xml,A goal that should be a priority for the world and especially for the Mediterranean region.,CON
2343,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/0_title.xml,Conclusions,CON
2344,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/9_p.xml,The review of the NDCs will reveal how the world envisions managing the post-pandemic future.,CON
2345,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/9_p.xml,The recovery path that is undertaken from now on may turn the global emissions reduction anticipated for 2020 into a merely circumstantial event or an event that can serve as a guide towards achieving the 1.5 °C goal (Forster et al.,CON
2346,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/9_p.xml,2020 ).,CON
2347,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/9_p.xml,"Given the severity of the situation we are facing, a low emission sustainable development plan within a framework of both regional and international cooperation should be the only option.",CON
2348,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/3_p.xml,"At a regional level, the impacts of global warming are becoming more acute and occurring in different ways all over the planet.",CON
2349,/Users/pm286/projects/semanticClimate/climate_justice/PMC8068457/sections/1_body/3_conclusions/3_p.xml,"In the Mediterranean region, if additional mitigation measures are not implemented, the average increase in temperature is likely to reach 2.2 °C as early as 2040.",CON
