anchor,a_text,target,t_text
climate–carbon_cycle_feedback,A  climate feedback  involves changes in the properties of the land and ocean  carbon cycle  in resp,climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
climate–carbon_cycle_feedback,A  climate feedback  involves changes in the properties of the land and ocean  carbon cycle  in resp,respiration,  Respiration  The process whereby living organisms convert organic matter to  carbon dioxide (CO 2 
climatic_impact-driver__cid_,"Climatic impact-drivers (CIDs) are physical  climate system  conditions (e.g., means, events, extrem",climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
climatic_impact-driver__cid_,"Climatic impact-drivers (CIDs) are physical  climate system  conditions (e.g., means, events, extrem",risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognizing the dive"
climatic_impact-driver__cid_,"Climatic impact-drivers (CIDs) are physical  climate system  conditions (e.g., means, events, extrem",hazard,  Hazard  The potential occurrence of a natural or human-induced physical event or trend that may ca
cloud_condensation_nuclei__ccn_,The subset of  aerosol  particles that serve as an initial site for the condensation of liquid water,aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with typical particle size in the ran"
cloud_condensation_nuclei__ccn_,The subset of  aerosol  particles that serve as an initial site for the condensation of liquid water,aerosol,"  Aerosol  A suspension of airborne solid or liquid particles, with typical particle size in the ran"
cloud_feedback,A  climate feedback  involving changes in any of the properties of clouds as a response to a change ,climate_feedback,  Climate feedback  An interaction in which a perturbation in one  climate  quantity causes a change
cloud_feedback,A  climate feedback  involving changes in any of the properties of clouds as a response to a change ,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
cloud-resolving_models__crms_,Numerical models that are that are of high enough  resolution  and have the necessary physics to rep,resolution,"  Resolution  In  climate models , this term refers to the physical distance (metres or degrees) bet"
cmip6,See  Coupled Model Intercomparison Project (CMIP) .,coupled_model_intercomparison_project__cmip_,  Coupled Model Intercomparison Project (CMIP)  A  climate  modelling activity from the World Climat
co,2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide (CO 2 ) emission that would have an ,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
co,2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide (CO 2 ) emission that would have an ,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
co,2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide (CO 2 ) emission that would have an ,climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
co,2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide (CO 2 ) emission that would have an ,greenhouse_gas_emission_metric,  Greenhouse gas emission metric  A simplified relationship used to quantify the effect of emitting 
compatible_emissions,Earth system models  that simulate the land and ocean  carbon cycle  can calculate  carbon dioxide (,carbon_cycle,"  Carbon cycle  The flow of carbon (in various forms, e.g., as  carbon dioxide (CO 2 ) , carbon in b"
compatible_emissions,Earth system models  that simulate the land and ocean  carbon cycle  can calculate  carbon dioxide (,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
compatible_emissions,Earth system models  that simulate the land and ocean  carbon cycle  can calculate  carbon dioxide (,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
compatible_emissions,Earth system models  that simulate the land and ocean  carbon cycle  can calculate  carbon dioxide (,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
compatible_emissions,Earth system models  that simulate the land and ocean  carbon cycle  can calculate  carbon dioxide (,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
compound_events,See  Compound weather/climate events .,compound_weather_climate_events,"  Compound weather/climate events  The terms ‘compound events’, ‘compound extremes’ and ‘compound ex"
compound_weather_climate_events,"The terms ‘compound events’, ‘compound extremes’ and ‘compound extreme events’ are used interchangea",risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognizing the dive"
concentrations_scenario,See  Scenario .,scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
confidence,"The robustness of a finding based on the type, amount, quality and consistency of  evidence  (e.g., ",evidence,  Evidence  Data and information used in the scientific process to establish findings. In this repor
confidence,"The robustness of a finding based on the type, amount, quality and consistency of  evidence  (e.g., ",agreement,"  Agreement  In this Report, the degree of agreement within the scientific body of knowledge on a pa"
constant_composition_commitment,See  Climate change commitment .,climate_change_commitment,  Climate change commitment  Climate change commitment is defined as the unavoidable future  climate
constant_emissions_commitment,See  Climate change commitment .,climate_change_commitment,  Climate change commitment  Climate change commitment is defined as the unavoidable future  climate
convection,"Vertical motion driven by buoyancy forces arising from static instability, usually caused by near-su",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
convection,"Vertical motion driven by buoyancy forces arising from static instability, usually caused by near-su",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
convection-permitting_models,See  Cloud-resolving models (CRMs) .,cloud-resolving_models__crms_,  Cloud-resolving models (CRMs)  Numerical models that are that are of high enough  resolution  and 
coral_reef,An underwater  ecosystem  characterised by structure-building stony corals. Warm-water coral reefs o,biodiversity,  Biodiversity  Biodiversity or biological diversity means the variability among living organisms fr
coral_reef,An underwater  ecosystem  characterised by structure-building stony corals. Warm-water coral reefs o,climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
coupled_model_intercomparison_project__cmip_,A  climate  modelling activity from the World Climate Research Programme the world. The CMIP Phase 3,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
cryosphere,"The components of the Earth system at and below the land and  ocean  surface that are frozen, includ",ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
cryosphere,"The components of the Earth system at and below the land and  ocean  surface that are frozen, includ",sea_ice,  Sea ice  Ice found at the sea surface that has originated from the freezing of seawater. Sea ice m
cryosphere,"The components of the Earth system at and below the land and  ocean  surface that are frozen, includ",permafrost,"  Permafrost  Ground (soil or rock, and included ice and organic material) that remains at or below "
cryosphere,"The components of the Earth system at and below the land and  ocean  surface that are frozen, includ",frozen_ground,  Frozen ground  Soil or rock in which part or all of the pore water consists of ice. See also  Acti
cumulative_emissions,The total amount of emissions released over a specified period of time. See also  Carbon budget  and,carbon_budget,  Carbon budget  Refers to two concepts in the literature: (i) an assessment of carbon cycle  source
cumulative_emissions,The total amount of emissions released over a specified period of time. See also  Carbon budget  and,transient_climate_response_to_cumulative_co,  Transient climate response to cumulative CO 2 emissions (TCRE)  See  Climate sensitivity .
dansgaard–oeschger_events__d-o_events_,Millennial-scale events first characterized in Greenland  ice cores  as abrupt warming from a cold  ,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
data_assimilation,Mathematical method used to combine different sources of information in order to produce the best po,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
dead_zones,"Extremely  hypoxic  (i.e., low-oxygen) areas in  oceans  and lakes, caused by excessive nutrient inp",hypoxic,  Hypoxic  Conditions of low dissolved oxygen in shallow water  ocean  and freshwater environments. 
decadal_predictability,Refers to the notion of  predictability  of the  climate system  on a decadal time scale. See also  ,predictability,  Predictability  The extent to which future states of a system may be predicted based on knowledge 
decadal_predictability,Refers to the notion of  predictability  of the  climate system  on a decadal time scale. See also  ,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
decadal_predictability,Refers to the notion of  predictability  of the  climate system  on a decadal time scale. See also  ,climate_prediction,  Climate prediction  A climate prediction or climate forecast is the result of an attempt to produc
decadal_predictability,Refers to the notion of  predictability  of the  climate system  on a decadal time scale. See also  ,predictability,  Predictability  The extent to which future states of a system may be predicted based on knowledge 
decadal_predictability,Refers to the notion of  predictability  of the  climate system  on a decadal time scale. See also  ,decadal_prediction,  Decadal prediction  A  climate prediction  on decadal time scales. See also  Predictability  and  
decadal_prediction,A  climate prediction  on decadal time scales. See also  Predictability  and  Decadal predictability,climate_prediction,  Climate prediction  A climate prediction or climate forecast is the result of an attempt to produc
decadal_prediction,A  climate prediction  on decadal time scales. See also  Predictability  and  Decadal predictability,predictability,  Predictability  The extent to which future states of a system may be predicted based on knowledge 
decadal_prediction,A  climate prediction  on decadal time scales. See also  Predictability  and  Decadal predictability,decadal_predictability,  Decadal predictability  Refers to the notion of  predictability  of the  climate system  on a deca
decadal_variability,See  Climate variability .,climate_variability,  Climate variability  Deviations of  climate  variables from a given mean state (including the occu
deep_uncertainty,See  Uncertainty .,uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
deforestation,Conversion of  forest  to non-forest. [Note: For a discussion of the term forest and related terms s,forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
deforestation,Conversion of  forest  to non-forest. [Note: For a discussion of the term forest and related terms s,afforestation,  Afforestation  Conversion to  forest  of land that historically has not contained forests. [Note: 
deforestation,Conversion of  forest  to non-forest. [Note: For a discussion of the term forest and related terms s,reforestation,  Reforestation  Conversion to  forest  of land that has previously contained forests but that has b
deglacial_or_deglaciation_or_glacial_termination,The period of transition from  glacial  conditions at the end of a glacial period to  interglacial  ,meltwater_pulse_1a__mwp-1a_,  Meltwater Pulse 1A (MWP-1A)  A particular interval of rapid global  sea level rise  between about 
deglacial_or_deglaciation_or_glacial_termination,The period of transition from  glacial  conditions at the end of a glacial period to  interglacial  ,younger_dryas,"  Younger Dryas  The period from approximately 12.9 to 11.7 ka (thousand years before 1950), during "
deglacial_or_deglaciation_or_glacial_termination,The period of transition from  glacial  conditions at the end of a glacial period to  interglacial  ,ice_age,  Ice age  An informal term for a geological period characterized by a long-term reduction in the te
detection,Detection of change is defined as the process of demonstrating that  climate  or a system affected b,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
detection,Detection of change is defined as the process of demonstrating that  climate  or a system affected b,likelihood,"  Likelihood  The chance of a specific outcome occurring, where this might be estimated probabilisti"
detection_and_attribution,See  Detection  and  Attribution .,detection,  Detection  Detection of change is defined as the process of demonstrating that  climate  or a syst
detection_and_attribution,See  Detection  and  Attribution .,attribution,  Attribution  Attribution is defined as the process of evaluating the relative contributions of mul
dimensions_of_integration,"In IPCC AR6, concepts used to synthesize the knowledge of  climate change  across not just the physi",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
dimensions_of_integration,"In IPCC AR6, concepts used to synthesize the knowledge of  climate change  across not just the physi",impacts,"  Impacts  The consequences of realized  risks  on natural and human systems, where risks result fro"
dimensions_of_integration,"In IPCC AR6, concepts used to synthesize the knowledge of  climate change  across not just the physi",adaptation,"  Adaptation  In  human systems , the process of adjustment to actual or expected  climate  and its "
direct__aerosol__effect,See  Aerosol–radiation interaction .,aerosol–radiation_interaction,  Aerosol–radiation interaction  An interaction of  aerosol  directly with radiation produces radiat
direct_air_capture__dac_,Chemical process by which a pure  carbon dioxide (CO 2 )  stream is produced by capturing CO 2 from ,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
direct_air_capture__dac_,Chemical process by which a pure  carbon dioxide (CO 2 )  stream is produced by capturing CO 2 from ,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
direct_air_capture__dac_,Chemical process by which a pure  carbon dioxide (CO 2 )  stream is produced by capturing CO 2 from ,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
direct_air_capture__dac_,Chemical process by which a pure  carbon dioxide (CO 2 )  stream is produced by capturing CO 2 from ,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,exposure,"  Exposure  The presence of people;  livelihoods ; species or  ecosystems ; environmental functions,"
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,hazard,  Hazard  The potential occurrence of a natural or human-induced physical event or trend that may ca
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognizing the dive"
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
discharge__of_ice_,See  Mass balance/budget (of glaciers or ice sheets) .,mass_balance_budget__of_glaciers_or_ice_sheets_,  Mass balance/budget (of glaciers or ice sheets)  Difference between the mass input ( accumulation 
dissolved_inorganic_carbon,"The combined total of different types of non-organic carbon in (seawater) solution, comprising carbo",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
dissolved_inorganic_carbon,"The combined total of different types of non-organic carbon in (seawater) solution, comprising carbo",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
diurnal_temperature_range__dtr_,The difference between the maximum and minimum temperature during a 24-hour period.in a vertical col,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
downscaling,A method that derives local- to regional-scale information from larger-scale models or data analyses,resolution,"  Resolution  In  climate models , this term refers to the physical distance (metres or degrees) bet"
drought,An exceptional period of water shortage for existing  ecosystems  and the human population (due to l,plant_evaporative_stress,  Plant evaporative stress  Plant evaporative stress in both crops and natural vegetation can result
dynamic_global_vegetation_model__dgvm_,"A model that simulates vegetation development and dynamics through space and time, as driven by  cli",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
dynamical_downscaling,See  Downscaling .,downscaling,  Downscaling  A method that derives local- to regional-scale information from larger-scale models o
dynamical_system,A process or set of processes whose evolution in time is governed by a set of deterministic physical,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
aviiof_atmospheric,"carbon dioxide (CO 2 )  or  compatible emissions . Additional components (e.g., atmospheric chemistr",carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
aviiof_atmospheric,"carbon dioxide (CO 2 )  or  compatible emissions . Additional components (e.g., atmospheric chemistr",carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
aviiof_atmospheric,"carbon dioxide (CO 2 )  or  compatible emissions . Additional components (e.g., atmospheric chemistr",compatible_emissions,  Compatible emissions  Earth system models  that simulate the land and ocean  carbon cycle  can cal
aviiof_atmospheric,"carbon dioxide (CO 2 )  or  compatible emissions . Additional components (e.g., atmospheric chemistr",earth_system_model_of_intermediate_complexity__emic_,  Earth system model of intermediate complexity (EMIC)  EMICs represent  climate  processes at a low
earth_system_model_of_intermediate_complexity__emic_,"EMICs represent  climate  processes at a lower  resolution  or in a simpler, more idealized fashion ",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
earth_system_model_of_intermediate_complexity__emic_,"EMICs represent  climate  processes at a lower  resolution  or in a simpler, more idealized fashion ",resolution,"  Resolution  In  climate models , this term refers to the physical distance (metres or degrees) bet"
earth_system_model_of_intermediate_complexity__emic_,"EMICs represent  climate  processes at a lower  resolution  or in a simpler, more idealized fashion ",earth_system_model__esm_,  Earth system model (ESM)  A coupled  atmosphere–ocean 
earth’s_energy_budget,encompasses the major energy flows of relevance for the  climate system : the top-of-atmosphere ener,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
earth’s_energy_imbalance,The persistent and positive (downward) net top of atmosphere energy flux associated with greenhouse ,forcing,  Forcing  See  Radiative forcing .
earth’s_energy_imbalance,The persistent and positive (downward) net top of atmosphere energy flux associated with greenhouse ,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
earth’s_energy_imbalance,The persistent and positive (downward) net top of atmosphere energy flux associated with greenhouse ,earth’s_energy_budget,  Earth’s energy budget  encompasses the major energy flows of relevance for the  climate system : t
earth’s_energy_imbalance,The persistent and positive (downward) net top of atmosphere energy flux associated with greenhouse ,radiative_response__of_the_climate_system_,  Radiative response (of the climate system)   The net top-of-atmosphere radiative flux that opposes
east_antarctic_ice_sheet__eais_,See  Ice sheet .,ice_sheet,"  Ice sheet  An ice body originating on land that covers an area of continental size, generally defi"
east_asian_monsoon__easiam_,See  Global monsoon .,global_monsoon,  Global monsoon  The global monsoon (GM) is a global-scale solstitial mode that dominates the annua
eastern_boundary_upwelling_systems__ebus_,Eastern boundary upwelling systems (EBUS) are located at the eastern (landward) edges of major  ocea,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
eastern_pacific_el_niño,See  El Niño–Southern Oscillation (ENSO) .non-living environment and the interactions within and bet,el_niño–southern_oscillation__enso_,  El Niño–Southern Oscillation (ENSO)  The term El Niño was initially used to describe a warm-water 
effective_radiative_forcing__erf_,"See  Radiative forcing ,  Aerosol effective radiative forcing (ERFari+aci)  (under  Aerosol– radiati",radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
effective_radiative_forcing__erf_,"See  Radiative forcing ,  Aerosol effective radiative forcing (ERFari+aci)  (under  Aerosol– radiati",aerosol_effective_radiative_forcing__erfari_aci_,  Aerosol effective radiative forcing (ERFari+aci)  See  Aerosol–radiation interaction .
effective_radiative_forcing__erf_,"See  Radiative forcing ,  Aerosol effective radiative forcing (ERFari+aci)  (under  Aerosol– radiati",aerosol–cloud_interaction,  Aerosol–cloud interaction  A process by which a perturbation to  aerosol  affects the microphysica
effective_radiative_forcing__erf_,"See  Radiative forcing ,  Aerosol effective radiative forcing (ERFari+aci)  (under  Aerosol– radiati",aerosol–radiation_interaction,  Aerosol–radiation interaction  An interaction of  aerosol  directly with radiation produces radiat
ekman_transport,The total transport resulting from a balance between the Coriolis force and the frictional stress du,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
el_niño,See  El Niño–Southern Oscillation (ENSO) .,el_niño–southern_oscillation__enso_,  El Niño–Southern Oscillation (ENSO)  The term El Niño was initially used to describe a warm-water 
el_niño–southern_oscillation__enso_,The term El Niño was initially used to describe a warm-water current that periodically flows along t,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
el_niño–southern_oscillation__enso_,The term El Niño was initially used to describe a warm-water current that periodically flows along t,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
electromagnetic_spectrum,"Wavelength, frequency or energy range of all electromagnetic radiation. In terms of  solar radiation",solar_radiation,  Solar radiation  Electromagnetic radiation emitted by the Sun with a spectrum close to that of a b
aviichange,signal or trend refers to when a change in  climate  (the ‘signal’) becomes larger than the amplitud,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
aviichange,signal or trend refers to when a change in  climate  (the ‘signal’) becomes larger than the amplitud,time_of_emergence__toe_,  Time of emergence (ToE)  Time when a specific  anthropogenic  signal related to  climate change  i
emergent_constraint,"An attempt to reduce the uncertainty in  climate projections , using an ensemble of  Earth system mo",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously a"
emission_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or human systems towards a future state. Pathway c
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",cumulative_emissions,  Cumulative emissions  The total amount of emissions released over a specified period of time. See 
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",anthropogenic_emissions,"  Anthropogenic emissions  Emissions of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosol"
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",fossil_fuel_emissions,  Fossil fuel emissions  Emissions of  greenhouse gases (GHGs)  (in particular  carbon dioxide (CO 2
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",non-co,  Non-CO 2 emissions and radiative forcing  Non-CO 2 emissions included in this report are all  anth
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",negative_greenhouse_gas_emissions,  Negative greenhouse gas emissions  Removal of  greenhouse gases (GHGs)  from the  atmosphere  by d
emissions,"See  Cumulative emissions ,  Anthropogenic emissions ,  Fossil fuel emissions ,  Non-CO 2 emissions ",scenario,  Scenario  A plausible description of how the future may develop based on a coherent and internally
emulation,"Reproducing the behaviour of complex, process-based models (namely,  Earth system models, ESMs ) via",emulators,"  Emulators  A broad class of heavily parametrized models (‘simple climate models’), statistical met"
emulation,"Reproducing the behaviour of complex, process-based models (namely,  Earth system models, ESMs ) via",emulators,"  Emulators  A broad class of heavily parametrized models (‘simple climate models’), statistical met"
emulation,"Reproducing the behaviour of complex, process-based models (namely,  Earth system models, ESMs ) via",simple_climate_model__scm_,"  Simple climate model (SCM)  A broad class of lower-dimensional models of the  energy balance , rad"
emulators,"A broad class of heavily parametrized models (‘simple climate models’), statistical methods like neu",emulation,"  Emulation  Reproducing the behaviour of complex, process-based models (namely,  Earth system model"
emulators,"A broad class of heavily parametrized models (‘simple climate models’), statistical methods like neu",simple_climate_model__scm_,"  Simple climate model (SCM)  A broad class of lower-dimensional models of the  energy balance , rad"
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,solar_radiation,  Solar radiation  Electromagnetic radiation emitted by the Sun with a spectrum close to that of a b
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,albedo,"  Albedo  The proportion of sunlight ( solar radiation ) reflected by a surface or object, often exp"
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,infrared_radiation,  Infrared radiation  See  Terrestrial radiation .
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,sensible_heat_flux,  Sensible heat flux  The turbulent or conductive flux of heat from the Earth’s surface to the  atmo
energy_budget__of_the_earth_,The Earth is a physical system with an energy budget that includes all gains of incoming energy and ,latent_heat_flux,  Latent heat flux  The turbulent  flux  of heat from the Earth’s surface to the  atmosphere  that i
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilization  The increase of plant  photosynthesis  and water-use efficie
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,ocean,"  Ocean  The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97"
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 )  from the
enhanced_weathering,A proposed method to increase the natural rate of removal of  carbon dioxide (CO 2 )  from the  atmo,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the  atmosphere  as a res
ensemble,A collection of comparable datasets that reflect variations within the bounds of one or more sources,uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
ensemble,A collection of comparable datasets that reflect variations within the bounds of one or more sources,reanalysis,  Reanalysis  Reanalyses are created by processing past meteorological or oceanographic data using f
ensemble,A collection of comparable datasets that reflect variations within the bounds of one or more sources,climate_simulation_ensemble,  Climate simulation ensemble  A group of parallel model simulations characterizing historical  clim
equilibrium_and_transient_climate_experiment,An  equilibrium climate experiment is a  climate model  experiment in which the model is allowed to ,climate_model,  Climate model  A qualitative or quantitative representation of the  climate system  based on the p
equilibrium_and_transient_climate_experiment,An  equilibrium climate experiment is a  climate model  experiment in which the model is allowed to ,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative  flux  (expressed in W "
equilibrium_line,"The spatially averaged boundary at a given moment, usually chosen as the seasonal  mass budget  mini",glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the land surface by a"
evapotranspiration,The combined processes through which water is transferred to the  atmosphere  from open water and ic,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",agreement,"  Agreement  In this Report, the degree of agreement within the scientific body of knowledge on a pa"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",confidence,"  Confidence  The robustness of a finding based on the type, amount, quality and consistency of  evi"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",likelihood,"  Likelihood  The chance of a specific outcome occurring, where this might be estimated probabilisti"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
extended_concentration_pathways__ecps_,See  Representative concentration pathways (RCPs)  (under  Pathways ).,representative_concentration_pathways__rcps_,  Representative Concentration Pathways (RCPs)  See 
extended_concentration_pathways__ecps_,See  Representative concentration pathways (RCPs)  (under  Pathways ).,pathways,  Pathways  The temporal evolution of natural and/or human systems towards a future state. Pathway c
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,forcing,  Forcing  See  Radiative forcing .
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,climate_system,"  Climate system  The global system consisting of five major components: the  atmosphere , the  hydr"
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,anthropogenic,  Anthropogenic  Resulting from or produced by human activities.
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers – the  tropospher"
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,land_use,"  Land use  The total of arrangements, activities and inputs applied to a parcel of  land . The term"
external_forcing,External forcing refers to a  forcing  agent outside the  climate system  causing a change in the cl,orbital_forcing,"  Orbital forcing  Orbital  forcing  is the influence of slow, systematic and predictable changes in"
extratropical_cyclone__etc_,Any cyclonic-scale storm that is not a  tropical cyclone . Usually refers to a mid- or high-latitude,tropical_cyclone,"  Tropical cyclone  The general term for a strong, cyclonic-scale disturbance that originates over t"
extratropical_jets,Extratropical jets are wind maxima in the upper  troposphere  marking zones of baroclinic instabilit,troposphere,"  Troposphere  The lowest part of the  atmosphere , below the  tropopause , where clouds and weather"
extratropical_jets,Extratropical jets are wind maxima in the upper  troposphere  marking zones of baroclinic instabilit,blocking,"  Blocking  Associated with persistent, slow-moving high-pressure systems that obstruct the prevaili"
extreme_climate_event,See  Climate extreme (extreme weather or climate event) .,climate_extreme__extreme_weather_or_climate_event_,  Climate extreme (extreme weather or climate event)  The occurrence of a value of a weather or  cli
extreme_still_water_level__eswl_,See  Extreme sea level (ESL) .,extreme_sea_level__esl_,"  Extreme sea level (ESL)  The occurrence of an exceptionally low or high local sea surface height, "
extreme_total_water_level__etwl_,See  Extreme sea level (ESL) .,extreme_sea_level__esl_,"  Extreme sea level (ESL)  The occurrence of an exceptionally low or high local sea surface height, "
