anchor,a_text,target,t_text
dietary_patterns,"The quantities, proportions, variety or combinations of different foods and beverages in diets, and ",diet,"  Diet  ‘The kinds of food that follow a particular pattern that a person or community eats’ (FAO, 2"
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,hazard,  Hazard  The potential occurrence of a natural or human-induced physical event or trend that may ca
disaster_risk_management__drm_,"Processes for designing, implementing, and evaluating strategies, policies, and measures to improve ",disaster,  Disaster  A ‘serious disruption of the functioning of a community or a society at any scale due to
disaster_risk_management__drm_,"Processes for designing, implementing, and evaluating strategies, policies, and measures to improve ",well-being,"  Well-being A state of existence that fulfils various human needs, including material living condit"
discount_rate,See  Discounting .,discounting,  Discounting  A mathematical operation that aims to make monetary (or other) amounts received or ex
_internal__displacement,The forced movement of people within the country they live in. Internally displaced persons (IDPs) a,migration,"  Migration  ‘The movement of a person or a group of persons, either across an international border,"
drainage,"‘Artificial lowering of the soil water table’ (IPCC, 2013). See also  Rewetting .",rewetting,"  Rewetting  ‘The deliberate action of changing a drained soil into a wet soil, e.g. by blocking  dr"
aito_cause_a_serious_hydrological_imbalance__drought_is_a_relative_term__therefore_any_discussion_in_terms_of_precipitation_deficit_must_refer_to_the_particular_precipitation-related_activity_that_is_under_discussion__for_example__shortage_of_precipitation_during_the_growing_season_impinges_on_crop_production_or,"ecosystem  function in general (due to  soil moisture  drought, also termed agricultural drought), a",ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
aito_cause_a_serious_hydrological_imbalance__drought_is_a_relative_term__therefore_any_discussion_in_terms_of_precipitation_deficit_must_refer_to_the_particular_precipitation-related_activity_that_is_under_discussion__for_example__shortage_of_precipitation_during_the_growing_season_impinges_on_crop_production_or,"ecosystem  function in general (due to  soil moisture  drought, also termed agricultural drought), a",soil_moisture,  Soil moisture  Water stored in the soil in liquid or frozen form. Root-zone soil moisture is of mo
aito_cause_a_serious_hydrological_imbalance__drought_is_a_relative_term__therefore_any_discussion_in_terms_of_precipitation_deficit_must_refer_to_the_particular_precipitation-related_activity_that_is_under_discussion__for_example__shortage_of_precipitation_during_the_growing_season_impinges_on_crop_production_or,"ecosystem  function in general (due to  soil moisture  drought, also termed agricultural drought), a",runoff,"  Runoff   The flow of water over the surface or through the subsurface, which typically originates "
aito_cause_a_serious_hydrological_imbalance__drought_is_a_relative_term__therefore_any_discussion_in_terms_of_precipitation_deficit_must_refer_to_the_particular_precipitation-related_activity_that_is_under_discussion__for_example__shortage_of_precipitation_during_the_growing_season_impinges_on_crop_production_or,"ecosystem  function in general (due to  soil moisture  drought, also termed agricultural drought), a",evapotranspiration,  Evapotranspiration  The combined processes through which water is transferred to the atmosphere fr
early_warning_systems__ews_,"The set of technical, financial and  institutional capacities  needed to generate and disseminate ti",hazard,  Hazard  The potential occurrence of a natural or human-induced physical event or trend that may ca
early_warning_systems__ews_,"The set of technical, financial and  institutional capacities  needed to generate and disseminate ti",indigenous_knowledge,"  Indigenous knowledge  The understandings, skills and philosophies developed by societies with long"
early_warning_systems__ews_,"The set of technical, financial and  institutional capacities  needed to generate and disseminate ti",ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
earth_system_feedbacks,See  Climate feedback .,climate_feedback,  Climate feedback  An interaction in which a perturbation in one  climate  quantity causes a change
earth_system_model__esm_,A coupled atmosphere–ocean general circulation model in which a representation of the  carbon cycle ,carbon_cycle,"  Carbon cycle  The flow of carbon (in various forms, e.g., as  carbon dioxide  ( CO 2 ), carbon in "
earth_system_model__esm_,A coupled atmosphere–ocean general circulation model in which a representation of the  carbon cycle ,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
earth_system_model__esm_,A coupled atmosphere–ocean general circulation model in which a representation of the  carbon cycle ,climate_model,"  Climate model  A numerical representation of the  climate system  based on the physical, chemical "
ecological_cascade,A series of secondary extinctions as a result of the extinction of a key species within an  ecosyste,ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,biodiversity,  Biodiversity  Biodiversity or biological diversity means the variability among living organisms fr
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
effective_climate_sensitivity,See  Climate sensitivity .,climate_sensitivity,  Climate sensitivity  The change in the annual  global mean surface temperature  in response to a c
effective_radiative_forcing,See  Radiative forcing .,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative flux (expressed in W m "
el_niño-southern_oscillation__enso_,The term El Niño was initially used to describe a warm-water current that periodically flows along t,teleconnections,"  Teleconnections  A statistical association between climate variables at widely separated, geograph"
embodied__embedded___emissions__water__land_,"The total emissions [water use,  land use ] generated [used] in the production of goods and services",land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
emission_scenario,A plausible representation of the future development of emissions of substances that are radiatively,land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
emission_scenario,A plausible representation of the future development of emissions of substances that are radiatively,climate_model,"  Climate model  A numerical representation of the  climate system  based on the physical, chemical "
emission_scenario,A plausible representation of the future development of emissions of substances that are radiatively,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
emission_scenario,A plausible representation of the future development of emissions of substances that are radiatively,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
emission_trajectories,"A  projected  development in time of the emission of a  greenhouse gas (GHG)  or group of GHGs,  aer",greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
emission_trajectories,"A  projected  development in time of the emission of a  greenhouse gas (GHG)  or group of GHGs,  aer",precursors,"  Precursors  Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that h"
emission_trajectories,"A  projected  development in time of the emission of a  greenhouse gas (GHG)  or group of GHGs,  aer",pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",feasibility,  Feasibility  The degree to which climate goals and response options are considered possible and/or
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",adaptation,"  Adaptation  In  human systems,  the process of adjustment to actual or expected  climate  and its "
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",poverty,  Poverty  A complex concept with several definitions stemming from different schools of thought. It
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",institutional_capacity,  Institutional capacity  Building and strengthening individual organisations and providing technica
aioptions_,"Conditions that affect the  feasibility  of  adaptation  and  mitigation  options, and can accelerat",human_behaviour,  Human behaviour  The way in which a person acts in response to a particular situation or stimulus.
enhanced_weathering,Enhancing the removal of  carbon dioxide (CO 2 )  from the  atmosphere  through dissolution of silic,carbon_dioxide__co,"  Carbon dioxide (CO 2 )  A naturally occurring gas, CO 2 is also a by-product of burning  fossil fu"
enhanced_weathering,Enhancing the removal of  carbon dioxide (CO 2 )  from the  atmosphere  through dissolution of silic,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
_model__ensemble,"A group of parallel model simulations characterising historical climate conditions,  climate  predic",climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously, "
_model__ensemble,"A group of parallel model simulations characterising historical climate conditions,  climate  predic",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
_model__ensemble,"A group of parallel model simulations characterising historical climate conditions,  climate  predic",climate_variability,  Climate variability  Variations in the mean state and other statistics (such as standard deviation
_model__ensemble,"A group of parallel model simulations characterising historical climate conditions,  climate  predic",climate_projection,  Climate projection  Simulated response of the  climate system  to a  scenario  of future emissions
equilibrium_climate_sensitivity,See  Climate sensitivity .,climate_sensitivity,  Climate sensitivity  The change in the annual  global mean surface temperature  in response to a c
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",equity,"  Equity  The principle of being fair and impartial, and a basis for understanding how the  impacts "
exposure,"The presence of people;  livelihoods ; species or  ecosystems ; environmental functions, services, a",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
extratropical_cyclone,Any cyclonic-scale storm that is not a  tropical cyclone . Usually refers to a middle- or high-latit,tropical_cyclone,"  Tropical cyclone  The general term for a strong, cyclonic-scale disturbance that originates over t"
extratropical_cyclone,Any cyclonic-scale storm that is not a  tropical cyclone . Usually refers to a middle- or high-latit,tropical_cyclone,"  Tropical cyclone  The general term for a strong, cyclonic-scale disturbance that originates over t"
extreme_weather_or_climate_event,See  Climate extreme (extreme weather or climate event) .,climate_extreme__extreme_weather_or_climate_event_,  Climate extreme (extreme weather or climate event)  The occurrence of a value of a weather or  cli
fairness,Impartial and just treatment without favouritism or discrimination in which each person is considere,equity,"  Equity  The principle of being fair and impartial, and a basis for understanding how the  impacts "
feedback,See  Climate feedback .,climate_feedback,  Climate feedback  An interaction in which a perturbation in one  climate  quantity causes a change
forcing,See  Radiative forcing .,radiative_forcing,"  Radiative forcing  The change in the net, downward minus upward, radiative flux (expressed in W m "
forest,A vegetation type dominated by trees. Many definitions of the term forest are in use throughout the ,reforestation,  Reforestation  Conversion to  forest  of  land  that has previously contained forests but that has
framework_convention_on_climate_change,See  United Nations Framework Convention on Climate Change (UNFCCC) .,united_nations_framework_convention_on_climate_change__unfccc_,  United Nations Framework Convention on Climate Change (UNFCCC)  The UNFCCC was adopted in May 1992
gender_equity,See  Equity .,equity,"  Equity  The principle of being fair and impartial, and a basis for understanding how the  impacts "
glacier,"A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by the recrys",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near su"
global_mean_surface_temperature__gmst_,"Estimated global average of near-surface air temperatures over land and sea-ice, and  sea surface te",reference_period,  Reference period  The period relative to which  anomalies  are computed. See also  Anomalies .
global_mean_surface_temperature__gmst_,"Estimated global average of near-surface air temperatures over land and sea-ice, and  sea surface te",sea_surface_temperature__sst_,"  Sea surface temperature (SST)  The subsurface bulk temperature in the top few meters of the ocean,"
aiof_near-surface_air_temperatures_over_land_and_oceans__changes_in gsat_are_often_used_as_a_measure_of_global_temperature_change in,"climate models  but are not observed directly. See also  Global mean surface temperature (GMST) , an",global_mean_surface_temperature__gmst_,  Global mean surface temperature (GMST)  Estimated global average of near-surface air temperatures 
global_warming,"An increase in  global mean surface temperature (GMST) averaged  over a 30-year period, or the 30-ye",pre-industrial,  Pre-industrial  The multi-century period prior to the onset of large-scale industrial activity aro
global_warming,"An increase in  global mean surface temperature (GMST) averaged  over a 30-year period, or the 30-ye",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
global_warming,"An increase in  global mean surface temperature (GMST) averaged  over a 30-year period, or the 30-ye",climate_variability,  Climate variability  Variations in the mean state and other statistics (such as standard deviation
governance_capacity,See  Governance .,governance,"  Governance  A comprehensive and inclusive concept of the full range of means for deciding, managin"
grazing_land,"The sum of rangelands and  pastures  not considered as cropland, and subject to livestock grazing or",forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
greenhouse_gas__ghg_,"Gaseous constituents of the  atmosphere , both natural and  anthropogenic , that absorb and emit rad",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
greenhouse_gas__ghg_,"Gaseous constituents of the  atmosphere , both natural and  anthropogenic , that absorb and emit rad",anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
greenhouse_gas__ghg_,"Gaseous constituents of the  atmosphere , both natural and  anthropogenic , that absorb and emit rad",halocarbons,"  Halocarbons  A collective term for the group of partially halogenated organic species, which inclu"
greenhouse_gas__ghg_,"Gaseous constituents of the  atmosphere , both natural and  anthropogenic , that absorb and emit rad",kyoto_protocol,  Kyoto Protocol  The Kyoto Protocol to the  United Nations Framework Convention on Climate Change (
greenhouse_gas_removal__ggr_,Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the  atmosphere  by a sink. See als,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
greenhouse_gas_removal__ggr_,Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the  atmosphere  by a sink. See als,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
greenhouse_gas_removal__ggr_,Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the  atmosphere  by a sink. See als,carbon_dioxide_removal__cdr_,  Carbon dioxide removal (CDR)  Anthropogenic  activities removing  carbon dioxide (CO 2 ) from the 
greenhouse_gas_removal__ggr_,Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the  atmosphere  by a sink. See als,negative_emissions,  Negative emissions  Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human
ailivelihoods,", service provision,  ecosystems  and environmental resources. See also  Disaster, Exposure, Risk , ",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
heatwave,A period of abnormally hot weather. Heatwaves and warm spells have various and in some cases overlap,extreme_weather_event,  Extreme weather event  An event that is rare at a particular place and time of year. Definitions o
holocene,"The current interglacial geological epoch, the second of two epochs within the Quaternary period, th",anthropocene,  Anthropocene  A proposed new geological epoch resulting from significant human-driven changes to t
human_behavioural_change,A transformation or modification of human actions. Behaviour change efforts can be planned in ways t,climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
ice_sheet,"An ice body originating on land that covers an area of continental size, generally defined as coveri",glacier,"  Glacier  A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by"
impacts__consequences__outcomes_,"The consequences of realised risks on natural and  human systems , where risks result from the inter",exposure,"  Exposure  The presence of people;  livelihoods ; species or  ecosystems ; environmental functions,"
impacts__consequences__outcomes_,"The consequences of realised risks on natural and  human systems , where risks result from the inter",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
impacts__consequences__outcomes_,"The consequences of realised risks on natural and  human systems , where risks result from the inter",ecosystem_services,  Ecosystem services  Ecological processes or functions having monetary or non-monetary value to ind
impacts__consequences__outcomes_,"The consequences of realised risks on natural and  human systems , where risks result from the inter",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
incremental_adaptation,See  Adaptation .,adaptation,"  Adaptation  In  human systems,  the process of adjustment to actual or expected  climate  and its "
indigenous_knowledge,"The understandings, skills and philosophies developed by societies with long histories of interactio",local_knowledge,"  Local knowledge  The understandings and skills developed by individuals and populations, specific "
industrial_revolution,"A period of rapid industrial growth with far-reaching social and economic consequences, beginning in",co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
industrial_revolution,"A period of rapid industrial growth with far-reaching social and economic consequences, beginning in",co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
industrial_revolution,"A period of rapid industrial growth with far-reaching social and economic consequences, beginning in",pre-industrial,  Pre-industrial  The multi-century period prior to the onset of large-scale industrial activity aro
aiare_used_in_this_report___1__in_the_united_nations_system__there_is_no_established_convention_for_designating_of_developed_and_developing_countries_or_areas___2__the_united_nations_statistics_division_specifies_developed_and_developing_regions_based_on_common_practice__in_addition__specific_countries_are_designated_as_least_developed_countries__ldc___landlocked_developing_countries_,"small island developing states (SIDS) , and transition economies. Many countries appear in more than",small_island_developing_states__sids_,"  Small Island Developing States (SIDS)  Small Island Developing States (SIDS), as recognised by the"
institution,"Rules, norms and conventions held in common by social actors that guide, constrain and shape human i",institutional_capacity,  Institutional capacity  Building and strengthening individual organisations and providing technica
integrated_assessment,"A method of analysis that combines results and models from the physical, biological, economic and so",integrated_assessment_model__iam_,  Integrated assessment model (IAM)  Models that integrate knowledge from two or more domains into a
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
integrated_assessment_model__iam_,Models that integrate knowledge from two or more domains into a single framework. They are one of th,climate_system,"  Climate system  The system consisting of five major components: the  atmosphere , the hydrosphere,"
integrated_response_options,"In this report, integrated response options are those options that simultaneously address that rely ",risk_management,"  Risk management  Plans, actions, strategies or policies to reduce the  likelihood  and/or magnitud"
inter-generational_equity,See  Equity .,equity,"  Equity  The principle of being fair and impartial, and a basis for understanding how the  impacts "
irreversibility,A perturbed state of a dynamical system is defined as irreversible on a given timescale if the recov,tipping_point,"  Tipping point  A level of change in system properties beyond which a system reorganises, often abr"
kyoto_protocol,The Kyoto Protocol to the  United Nations Framework Convention on Climate Change (UNFCCC)  is an int,united_nations_framework_convention_on_climate_change__unfccc_,  United Nations Framework Convention on Climate Change (UNFCCC)  The UNFCCC was adopted in May 1992
kyoto_protocol,The Kyoto Protocol to the  United Nations Framework Convention on Climate Change (UNFCCC)  is an int,nitrous_oxide__n,  Nitrous oxide (N 2 O)  One of the six  greenhouse gases (GHGs)  to be mitigated under the  Kyoto P
kyoto_protocol,The Kyoto Protocol to the  United Nations Framework Convention on Climate Change (UNFCCC)  is an int,paris_agreement,  Paris Agreement  The Paris Agreement under the  United Nations Framework Convention on Climate Cha
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks, forests, buildings and roads or lakes). ",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near su"
land_cover,"The biophysical coverage of  land  (e.g., bare soil, rocks, forests, buildings and roads or lakes). ",land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
land_degradation,"A negative trend in land condition, caused by direct or indirect human-induced processes including  ",anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
land_degradation,"A negative trend in land condition, caused by direct or indirect human-induced processes including  ",forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
land_degradation_neutrality,A state whereby the amount and quality of land resources necessary to support  ecosystem  functions ,ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
land_potential,"The inherent, long-term potential of the  land  to sustainably generate  ecosystem services , which ",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near su"
land_potential,"The inherent, long-term potential of the  land  to sustainably generate  ecosystem services , which ",ecosystem_services,  Ecosystem services  Ecological processes or functions having monetary or non-monetary value to ind
land_rehabilitation,Direct or indirect actions undertaken with the aim of reinstating a level of  ecosystem  functionali,ecosystem,"  Ecosystem  A functional unit consisting of living organisms, their non-living environment and the "
land_restoration,"The process of assisting the recovery of  land  from a degraded state (McDonald et al., 2016; IPBES,",land,"  Land  The terrestrial portion of the biosphere that comprises the natural resources (soil, near su"
land_use,"The total of arrangements, activities and inputs applied to a parcel of land. The term land use is a",forest,  Forest  A vegetation type dominated by trees. Many definitions of the term forest are in use throu
land-use_change__luc_,The change from one  land use  category to another. [Note: In some of the scientific literature asse,land_use,"  Land use   The total of arrangements, activities and inputs applied to a parcel of land. The term "
land-use_change__luc_,The change from one  land use  category to another. [Note: In some of the scientific literature asse,land_management,"  Land management  Sum of  land-use  practices (e.g., sowing, fertilizing, weeding, harvesting, thin"
land_use__land-use_change_and_forestry__lulucf_,In the context of national  greenhouse gas (GHG)  inventories under the  United Nations Framework Co,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
land_use__land-use_change_and_forestry__lulucf_,In the context of national  greenhouse gas (GHG)  inventories under the  United Nations Framework Co,co,  CO 2 equivalent (CO 2 -eq) emission  The amount of  carbon dioxide  ( CO 2 ) emission that would c
land_use__land-use_change_and_forestry__lulucf_,In the context of national  greenhouse gas (GHG)  inventories under the  United Nations Framework Co,co,  CO 2 fertilisation  The enhancement of plant growth as a result of increased atmospheric  carbon d
land_use__land-use_change_and_forestry__lulucf_,In the context of national  greenhouse gas (GHG)  inventories under the  United Nations Framework Co,land-use_change__luc_,  Land-use change (LUC)  The change from one  land use  category to another. [Note: In some of the s
latent_heat_flux,The turbulent flux of heat from the Earth’s surface to the atmosphere that is associated with  evapo,evaporation,"  Evaporation  The physical process by which a liquid (e.g., water) becomes a gas (e.g., water vapou"
latent_heat_flux,The turbulent flux of heat from the Earth’s surface to the atmosphere that is associated with  evapo,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
latent_heat_flux,The turbulent flux of heat from the Earth’s surface to the atmosphere that is associated with  evapo,flux,"  Flux  A movement (a flow) of matter (e.g., water vapor, particles), heat or energy from one place "
likelihood,"The chance of a specific outcome occurring, where this might be estimated probabilistically. Likelih",uncertainty,  Uncertainty  A state of incomplete knowledge that can result from a lack of information or from di
local_knowledge,"The understandings and skills developed by individuals and populations, specific to the places where",climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
local_knowledge,"The understandings and skills developed by individuals and populations, specific to the places where",governance,"  Governance  A comprehensive and inclusive concept of the full range of means for deciding, managin"
long-lived_climate_forcers__llcf_,A set of well-mixed greenhouse gases with long atmospheric lifetimes. This set of compounds includes,nitrous_oxide__n,  Nitrous oxide (N 2 O)  One of the six  greenhouse gases (GHGs)  to be mitigated under the  Kyoto P
long-lived_climate_forcers__llcf_,A set of well-mixed greenhouse gases with long atmospheric lifetimes. This set of compounds includes,climate,"  Climate  Climate in a narrow sense is usually defined as the average weather, or more rigorously, "
long-lived_climate_forcers__llcf_,A set of well-mixed greenhouse gases with long atmospheric lifetimes. This set of compounds includes,greenhouse_gas_removal__ggr_,  Greenhouse gas removal (GGR)  Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the
loss_and_damage__and_losses_and_damages,Research has taken Loss and Damage (capitalised letters) to refer to political debate under the  Uni,united_nations_framework_convention_on_climate_change__unfccc_,  United Nations Framework Convention on Climate Change (UNFCCC)  The UNFCCC was adopted in May 1992
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse climate-related outcomes, including via increas",risk,"  Risk  The potential for adverse consequences for human or ecological systems, recognising the dive"
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse climate-related outcomes, including via increas",greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
maladaptive_actions__maladaptation_,"Actions that may lead to increased  risk  of adverse climate-related outcomes, including via increas",vulnerability,  Vulnerability  The propensity or predisposition to be adversely affected. Vulnerability encompasse
managed_grassland,"Grasslands on which human interventions are carried out, such as grazing domestic livestock or hay r",anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
methane__ch,4 )  One of the six  greenhouse gases (GHGs)  to be mitigated under the  Kyoto Protocol.  Methane is,anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
migrant,See  Migration . ,migration,"  Migration  ‘The movement of a person or a group of persons, either across an international border,"
millennium_development_goals__mdgs_,"A set of eight time-bound and measurable goals for combating  poverty , hunger, disease, illiteracy,",poverty,  Poverty  A complex concept with several definitions stemming from different schools of thought. It
mitigation_behaviour,See  Human behaviour .,human_behaviour,  Human behaviour  The way in which a person acts in response to a particular situation or stimulus.
mitigation_option,A technology or practice that reduces  greenhouse gas (GHG)  emissions or enhances sinks. ,greenhouse_gas__ghg_,"  Greenhouse gas (GHG)  Gaseous constituents of the  atmosphere , both natural and  anthropogenic , "
mitigation_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
mitigation_scenario,A plausible description of the future that describes how the (studied) system responds to the implem,stabilisation__of_ghg_or_co,  Stabilisation (of GHG or CO 2 -equivalent concentration)   A state in which the  atmospheric  conc
monitoring_and_evaluation__m_e_,Mechanisms put in place at national to local scales to respectively monitor and evaluate efforts to ,climate_change,"  Climate change  A change in the state of the  climate  that can be identified (e.g., by using stat"
multi-level_governance,See  Governance .,governance,"  Governance  A comprehensive and inclusive concept of the full range of means for deciding, managin"
narratives__in_the_context_of_scenarios_,"Qualitative descriptions of plausible future world evolutions, describing the characteristics, gener",pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
nationally_determined_contributions__ndcs_,A term used under the  United Nations Framework Convention on Climate Change (UNFCCC)  whereby a cou,united_nations_framework_convention_on_climate_change__unfccc_,  United Nations Framework Convention on Climate Change (UNFCCC)  The UNFCCC was adopted in May 1992
nationally_determined_contributions__ndcs_,A term used under the  United Nations Framework Convention on Climate Change (UNFCCC)  whereby a cou,paris_agreement,  Paris Agreement  The Paris Agreement under the  United Nations Framework Convention on Climate Cha
negative_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, i.e., in ",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
negative_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, i.e., in ",carbon_cycle,"  Carbon cycle  The flow of carbon (in various forms, e.g., as  carbon dioxide  ( CO 2 ), carbon in "
negative_emissions,"Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human activities, i.e., in ",greenhouse_gas_removal__ggr_,  Greenhouse gas removal (GGR)  Withdrawal of a  greenhouse gas (GHG)  and/or a  precursor  from the
negative_emissions_technologies,An activity or mechanism that results in  negative emissions . ,negative_emissions,  Negative emissions  Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human
net_negative_emissions,"A situation of net negative emissions is achieved when, as result of human activities, more  greenho",atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
net_negative_emissions,"A situation of net negative emissions is achieved when, as result of human activities, more  greenho",negative_emissions,  Negative emissions  Removal of  greenhouse gases (GHGs)  from the  atmosphere  by deliberate human
net-zero_co,2 emissions   Conditions in which any remaining  anthropogenic  carbon dioxide (CO 2 ) emissions are,anthropogenic,"  Anthropogenic  Resulting from or produced by human activities. See also  Anthropogenic emissions, "
net-zero_co,2 emissions   Conditions in which any remaining  anthropogenic  carbon dioxide (CO 2 ) emissions are,net_negative_emissions,"  Net negative emissions  A situation of net negative emissions is achieved when, as result of human"
net-zero_emissions,Net-zero emissions are achieved when emissions of  greenhouse gases (GHGs)  to the  atmosphere  are ,atmosphere,"  Atmosphere  The gaseous envelope surrounding the Earth, divided into five layers — the  tropospher"
net-zero_emissions,Net-zero emissions are achieved when emissions of  greenhouse gases (GHGs)  to the  atmosphere  are ,anthropogenic_removals,  Anthropogenic removals  The withdrawal of  greenhouse gases (GHGs)  from the atmosphere as a resul
net-zero_emissions,Net-zero emissions are achieved when emissions of  greenhouse gases (GHGs)  to the  atmosphere  are ,net-zero_co,  Net-zero CO 2 emissions   Conditions in which any remaining  anthropogenic  carbon dioxide (CO 2 )
non-overshoot_pathways,See  Pathways .,pathways,  Pathways  The temporal evolution of natural and/or  human systems  towards a future state. Pathway
nutrition_transition,A predictable change in  dietary patterns  associated with a country’s economic development whereby ,dietary_patterns,"  Dietary patterns  The quantities, proportions, variety or combinations of different foods and beve"
