,id,source,target,package,section,object,subsection,source_text
288,id3761,6,WGII SPM C.1.2,WGII,SPM,,,Systemic barriers constrain the implementation of 
289,id3761,6,WGII SPM C.3.1,WGII,SPM,,,Systemic barriers constrain the implementation of 
290,id3761,6,WGII TS D.1.3,WGII,TS,,,Systemic barriers constrain the implementation of 
291,id3761,6,WGII TS D.1.5,WGII,TS,,,Systemic barriers constrain the implementation of 
292,id3761,6,TS D.2.4,,TS,,,Systemic barriers constrain the implementation of 
293,id3857,6,WGII SPM C.3.2,WGII,SPM,,,mobilise USD 100 billion per year by 2020 in the c
294,id3857,6,WGII SPM C.5.4,WGII,SPM,,,mobilise USD 100 billion per year by 2020 in the c
295,id3857,6,WGIII SPM B.5.4,WGIII,SPM,,,mobilise USD 100 billion per year by 2020 in the c
296,id3857,6,WGIII SPM E5.1,WGIII,SPM,,,mobilise USD 100 billion per year by 2020 in the c
297,id3879,6,WGII SPM C.1.2,WGII,SPM,,,Current global financial flows for adaptation incl
298,id3879,6,WGII SPM C.3.2,WGII,SPM,,,Current global financial flows for adaptation incl
299,id3879,6,WGII SPM C.5.4,WGII,SPM,,,Current global financial flows for adaptation incl
300,id3879,6,WGII TS D.1.6,WGII,TS,,,Current global financial flows for adaptation incl
301,id3902,6,WGII CCBox LOSS,WGII,,CCBox,,"Without effective mitigation and adaptation, losse"
302,id3902,6,WGII SPM C.3.1,WGII,SPM,,,"Without effective mitigation and adaptation, losse"
303,id3902,6,WGII SPM C.3.2,WGII,SPM,,,"Without effective mitigation and adaptation, losse"
304,id3902,6,WGII TS D.1.3,WGII,TS,,,"Without effective mitigation and adaptation, losse"
305,id3902,6,WGII TS D.1.5,WGII,TS,,,"Without effective mitigation and adaptation, losse"
306,id3902,6,WGIII SPM E.5.3,WGIII,SPM,,,"Without effective mitigation and adaptation, losse"
307,id3913,6,WGII SPM C.5.4,WGII,SPM,,,There  are  barriers  to  redirecting  capital  to
308,id3913,6,WGIII SPM E.5.2,WGIII,SPM,,,There  are  barriers  to  redirecting  capital  to
309,id3913,6,SR15 SPM D.5.2,SR15,SPM,,,There  are  barriers  to  redirecting  capital  to
310,id3945,6,WGI Box SPM 1,WGI,SPM,Box,,"45 In the literature, the terms pathways and scena"
311,id3945,6,WGIII footnote 44,WGIII,,footnote,,"45 In the literature, the terms pathways and scena"
312,id3990,6,SROCC Box SPM 1,SROCC,SPM,Box,,"literature assessed in this report, which do not c"
313,id3990,6,SRCCL Box SPM 1,SRCCL,SPM,Box,,"literature assessed in this report, which do not c"
314,id3990,6,WGI Box SPM 1,WGI,SPM,Box,,"literature assessed in this report, which do not c"
315,id3990,6,WGII Box SPM 1,WGII,SPM,Box,,"literature assessed in this report, which do not c"
316,id3990,6,WGIII Box SPM 1,WGIII,SPM,Box,,"literature assessed in this report, which do not c"
317,id3996,6,WGI Box SPM 1,WGI,SPM,Box,,"Socio-economic Development, Scenarios, and Pathway"
318,id3996,6,WGII Box SPM 1,WGII,SPM,Box,,"Socio-economic Development, Scenarios, and Pathway"
319,id3996,6,WGIII Box SPM 1,WGIII,SPM,Box,,"Socio-economic Development, Scenarios, and Pathway"
320,id3996,6,WGIII Box TS 5,WGIII,TS,Box,,"Socio-economic Development, Scenarios, and Pathway"
321,id3996,6,WGIII Annex III,WGIII,Annex,,,"Socio-economic Development, Scenarios, and Pathway"
322,id3996,6,SRCCL Box SPM 1,SRCCL,SPM,Box,,"Socio-economic Development, Scenarios, and Pathway"
323,id3996,6,Figure SPM 2,,SPM,Figure,,"Socio-economic Development, Scenarios, and Pathway"
324,id4009,6,WGI Box SPM 1,WGI,SPM,Box,,WGI  assessed  the  climate  response  to  five  i
325,id4037,6,WGIII Box SPM 1,WGIII,SPM,Box,,"In WGIII, a large number of global modelled emissi"
326,id4037,6,WGIII Table 3.1,WGIII,,Table,,"In WGIII, a large number of global modelled emissi"
327,id4059,6,WGI SPM footnote 26,WGI,SPM,footnote,,46 Around half of all modelled global emissions pa
328,id4059,6,CSBox TS 1,,TS,CSBox,,46 Around half of all modelled global emissions pa
329,id4176,6,WGI Box SPM 1.4,WGI,SPM,Box,,timing when that level is reached. This motivates 
330,id4176,6,WGI TS 1.3.2,WGI,TS,,,timing when that level is reached. This motivates 
331,id4176,6,WGII Box SPM 1,WGII,SPM,Box,,timing when that level is reached. This motivates 
332,id4180,6,WGII SPM A,WGII,SPM,,,Risks Dynamic  interactions  between  climate-rela
333,id4180,6,WGII Figure SPM 3,WGII,SPM,Figure,,Risks Dynamic  interactions  between  climate-rela
334,id4180,6,WGII Box TS 1,WGII,TS,Box,,Risks Dynamic  interactions  between  climate-rela
335,id4180,6,WGII Figure TS 4,WGII,TS,Figure,,Risks Dynamic  interactions  between  climate-rela
336,id4180,6,SR1.5 Figure SPM 2,SR1.5,SPM,Figure,,Risks Dynamic  interactions  between  climate-rela
337,id4180,6,SRCCL Figure SPM 2,SRCCL,SPM,Figure,,Risks Dynamic  interactions  between  climate-rela
338,id4180,6,SROCC Errata Figure SPM 3,SROCC,,,Errata Figure SPM 3,Risks Dynamic  interactions  between  climate-rela
339,id4239,6,WGI TS 1.3.1,WGI,TS,,,"* The terminology SSPx-y is used, where ‘SSPx’ ref"
340,id4257,6,WGI TS1.4,WGI,TS1.4,,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
341,id4257,6,Figure 4.11,,,Figure,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
342,id4257,6,WGII Figure 1.5,WGII,,Figure,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
343,id4257,6,WGII Figure 14.8,WGII,,Figure,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
344,id4257,6,WGIII Table SPM 2,WGIII,SPM,Table,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
345,id4257,6,Figure 3.11,,,Figure,,"Cross-Section Box.2, Figure 1: Schematic of the AR"
346,id4382,6,WGI A.4,WGI,,,,The uncertainty range on assessed future changes i
347,id4382,6,WGI Box SPM 1,WGI,SPM,Box,,The uncertainty range on assessed future changes i
348,id4382,6,WGI TS 3.2,WGI,TS,,,The uncertainty range on assessed future changes i
349,id4382,6,WGI 4.3,WGI,,,,The uncertainty range on assessed future changes i
350,id4396,6,WGI SPM B.1.1,WGI,SPM,,,Future  warming  depends  on  future  greenhouse  
351,id4396,6,WGI Table SPM 1,WGI,SPM,Table,,Future  warming  depends  on  future  greenhouse  
352,id4396,6,WGI Figure SPM 4,WGI,SPM,Figure,,Future  warming  depends  on  future  greenhouse  
353,id4411,6,WGIII SPM C.1.3,WGIII,SPM,,,Modelled pathways consistent with the continuation
354,id4451,6,WGI SPM B.1.3,WGI,SPM,,,"55 Understanding of climate processes, the instrum"
355,id4451,6,WGI CSBox TS 1,WGI,TS,CSBox,,"55 Understanding of climate processes, the instrum"
356,id4451,6,WGIII Table 3.2,WGIII,,Table,,"55 Understanding of climate processes, the instrum"
357,id4549,6,WGI SPM B.1,WGI,SPM,,,"Deep, rapid and sustained reductions in GHG emissi"
358,id4549,6,WGI SPM B.1.3,WGI,SPM,,,"Deep, rapid and sustained reductions in GHG emissi"
359,id4549,6,WGI SPM D.1,WGI,SPM,,,"Deep, rapid and sustained reductions in GHG emissi"
360,id4549,6,WGI SPM D.2,WGI,SPM,,,"Deep, rapid and sustained reductions in GHG emissi"
361,id4549,6,WGI Figure SPM 4,WGI,SPM,Figure,,"Deep, rapid and sustained reductions in GHG emissi"
362,id4549,6,WGI Table SPM 1,WGI,SPM,Table,,"Deep, rapid and sustained reductions in GHG emissi"
363,id4549,6,WGI CSBox TS 1,WGI,TS,CSBox,,"Deep, rapid and sustained reductions in GHG emissi"
364,id4549,6,WGIII SPM C.3,WGIII,SPM,,,"Deep, rapid and sustained reductions in GHG emissi"
365,id4549,6,WGIII Table SPM 2,WGIII,SPM,Table,,"Deep, rapid and sustained reductions in GHG emissi"
366,id4549,6,WGIII Figure SPM 5,WGIII,SPM,Figure,,"Deep, rapid and sustained reductions in GHG emissi"
367,id4549,6,WGIII Box SPM 1 Figure 1,WGIII,SPM,Box,1 Figure 1,"Deep, rapid and sustained reductions in GHG emissi"
368,id4549,6,WGIII Table 3.2,WGIII,,Table,,"Deep, rapid and sustained reductions in GHG emissi"
369,id4568,6,WGI SPM D.1.7,WGI,SPM,,,Changes in short-lived climate forcers (SLCF) resu
370,id4568,6,WGI Box TS 7,WGI,TS,Box,,Changes in short-lived climate forcers (SLCF) resu
371,id4603,6,WGI SPM B.2,WGI,SPM,,,Continued GHG emissions will further affect all ma
372,id4603,6,WGI SPM B.2.2,WGI,SPM,,,Continued GHG emissions will further affect all ma
373,id4603,6,WGI SPM B.2.3,WGI,SPM,,,Continued GHG emissions will further affect all ma
374,id4603,6,WGI SPM B.2.5,WGI,SPM,,,Continued GHG emissions will further affect all ma
375,id4603,6,WGI SPM B.3,WGI,SPM,,,Continued GHG emissions will further affect all ma
376,id4603,6,WGI SPM B.3.1,WGI,SPM,,,Continued GHG emissions will further affect all ma
377,id4603,6,WGI SPM B.3.2,WGI,SPM,,,Continued GHG emissions will further affect all ma
378,id4603,6,WGI SPM B.4,WGI,SPM,,,Continued GHG emissions will further affect all ma
379,id4603,6,WGI SPM B.5,WGI,SPM,,,Continued GHG emissions will further affect all ma
380,id4603,6,WGI SPM B.5.1,WGI,SPM,,,Continued GHG emissions will further affect all ma
381,id4603,6,WGI SPM B.5.3,WGI,SPM,,,Continued GHG emissions will further affect all ma
382,id4603,6,WGI Figure SPM 8,WGI,SPM,Figure,,Continued GHG emissions will further affect all ma
383,id4682,6,WGI SPM B.3.3,WGI,SPM,,,5859 Based on additional scenarios. 60 Particularl
384,id4731,6,WGI SPM C.2,WGI,SPM,,,"become likely more frequent, including concurrentl"
385,id4731,6,WGI SPM C.2.1,WGI,SPM,,,"become likely more frequent, including concurrentl"
386,id4731,6,WGI SPM C.2.2,WGI,SPM,,,"become likely more frequent, including concurrentl"
387,id4731,6,WGI SPM C.2.3,WGI,SPM,,,"become likely more frequent, including concurrentl"
388,id4731,6,WGI SPM C.2.4,WGI,SPM,,,"become likely more frequent, including concurrentl"
389,id4731,6,WGI SPM C.2.7,WGI,SPM,,,"become likely more frequent, including concurrentl"
390,id4743,6,WGI Figure SPM 5,WGI,SPM,Figure,,Figure  3.1: Projected changes of  annual maximum 
391,id4743,6,WGI Figure TS 5,WGI,TS,Figure,,Figure  3.1: Projected changes of  annual maximum 
392,id4743,6,WGI Figure 11.11,WGI,,Figure,,Figure  3.1: Projected changes of  annual maximum 
393,id4743,6,WGI Figure 11.16,WGI,,Figure,,Figure  3.1: Projected changes of  annual maximum 
394,id4743,6,WGI Figure 11.19,WGI,,Figure,,Figure  3.1: Projected changes of  annual maximum 
395,id4813,3.1.2,WGII SPM B.3.3,WGII,SPM,,,"For a given level of warming, many climate-related"
396,id4813,3.1.2,WGII SPM B.4,WGII,SPM,,,"For a given level of warming, many climate-related"
397,id4813,3.1.2,WGII SPM B.5,WGII,SPM,,,"For a given level of warming, many climate-related"
398,id4813,3.1.2,WGII 16.6.3,WGII,,,,"For a given level of warming, many climate-related"
399,id4813,3.1.2,SRCCL SPM A5.3,SRCCL,SPM,,,"For a given level of warming, many climate-related"
400,id4840,3.1.2,WGII SPM B.3,WGII,SPM,,,Climate-related risks for natural and human system
401,id4840,3.1.2,WGII SPM B.4.1,WGII,SPM,,,Climate-related risks for natural and human system
402,id4840,3.1.2,WGII TS C.4.2,WGII,TS,,,Climate-related risks for natural and human system
403,id4840,3.1.2,SR1.5 SPM A.3,SR1.5,SPM,,,Climate-related risks for natural and human system
404,id4840,3.1.2,SR1.5 SPM B.4.2,SR1.5,SPM,,,Climate-related risks for natural and human system
405,id4840,3.1.2,SR1.5 SPM B.5,SR1.5,SPM,,,Climate-related risks for natural and human system
406,id4840,3.1.2,SR1.5 SPM B.5.1,SR1.5,SPM,,,Climate-related risks for natural and human system
407,id4868,3.1.2,WGII SPM B.3.3,WGII,SPM,,,"At  2°C  of  global  warming,  overall risk levels"
408,id4868,3.1.2,WGII SPM B.4.2,WGII,SPM,,,"At  2°C  of  global  warming,  overall risk levels"
409,id4868,3.1.2,WGII SPM B.4.5,WGII,SPM,,,"At  2°C  of  global  warming,  overall risk levels"
410,id4868,3.1.2,WGII TS C.3.3,WGII,TS,,,"At  2°C  of  global  warming,  overall risk levels"
411,id4868,3.1.2,WGII TS C.12.2,WGII,TS,,,"At  2°C  of  global  warming,  overall risk levels"
412,id4898,3.1.2,WGII Figure SPM 3,WGII,SPM,Figure,,63 Undetectable risk level indicates no associated
413,id4954,3.1.2,WGII SPM B.4.1,WGII,SPM,,,"At global warming of 3°C, additional risks in many"
414,id4954,3.1.2,WGII SPM B.4.2,WGII,SPM,,,"At global warming of 3°C, additional risks in many"
415,id4954,3.1.2,WGII Figure SPM 3,WGII,SPM,Figure,,"At global warming of 3°C, additional risks in many"
416,id4954,3.1.2,WGII TS Appendix AII,WGII,TS,,Appendix AII,"At global warming of 3°C, additional risks in many"
417,id4954,3.1.2,WGII Atlas Fig.AI.46,WGII,,,Atlas Fig.AI.46,"At global warming of 3°C, additional risks in many"
418,id4969,3.1.2,WGII SPM B.4.1,WGII,SPM,,,Global warming of 4°C and above is projected to le
419,id4969,3.1.2,WGII SPM B.4.2,WGII,SPM,,,Global warming of 4°C and above is projected to le
420,id4969,3.1.2,WGII TS C.1.2,WGII,TS,,,Global warming of 4°C and above is projected to le
421,id4969,3.1.2,WGII TS C.2.3,WGII,TS,,,Global warming of 4°C and above is projected to le
422,id4969,3.1.2,WGII TS C.4.1,WGII,TS,,,Global warming of 4°C and above is projected to le
423,id4969,3.1.2,WGII TS C.4.4,WGII,TS,,,Global warming of 4°C and above is projected to le
424,id4992,3.1.2,WGII SPM B.3,WGII,SPM,,, Projected  adverse  impacts  and  related  losses
425,id4992,3.1.2,WGII SPM B.4,WGII,SPM,,, Projected  adverse  impacts  and  related  losses
426,id4992,3.1.2,WGII Figure SPM 3,WGII,SPM,Figure,, Projected  adverse  impacts  and  related  losses
427,id4992,3.1.2,SRCCL SPM A.6,SRCCL,SPM,,, Projected  adverse  impacts  and  related  losses
428,id5010,3.1.2,WGI SPM C.2.7,WGI,SPM,,,"With every increment of warming, climate change im"
429,id5010,3.1.2,WGI Figure SPM 6,WGI,SPM,Figure,,"With every increment of warming, climate change im"
430,id5010,3.1.2,WGI TS 4.3,WGI,TS,,,"With every increment of warming, climate change im"
431,id5010,3.1.2,WGII SPM B.1.7,WGII,SPM,,,"With every increment of warming, climate change im"
432,id5010,3.1.2,WGII B.2.2,WGII,,,,"With every increment of warming, climate change im"
433,id5010,3.1.2,WGII SPM B.5,WGII,SPM,,,"With every increment of warming, climate change im"
434,id5010,3.1.2,WGII SPM B.5.4,WGII,SPM,,,"With every increment of warming, climate change im"
435,id5010,3.1.2,WGII SPM C.4.2,WGII,SPM,,,"With every increment of warming, climate change im"
436,id5010,3.1.2,WGII SPM B.5,WGII,SPM,,,"With every increment of warming, climate change im"
437,id5010,3.1.2,WGII CCB2,WGII,,,,"With every increment of warming, climate change im"
438,id5024,3.1.2,WGI 4.6,WGI,,,,"Solar  Radiation  Modification  (SRM)  approaches,"
439,id5024,3.1.2,WGII SPM B.5.5,WGII,SPM,,,"Solar  Radiation  Modification  (SRM)  approaches,"
440,id5024,3.1.2,WGIII 14.4.5.1,WGIII,,,,"Solar  Radiation  Modification  (SRM)  approaches,"
441,id5024,3.1.2,CWGBox,,,,,"Solar  Radiation  Modification  (SRM)  approaches,"
442,id5024,3.1.2,SRM,,,,,"Solar  Radiation  Modification  (SRM)  approaches,"
443,id5024,3.1.2,SR1.5 SPM C.1.4,SR1.5,SPM,,,"Solar  Radiation  Modification  (SRM)  approaches,"
444,id5134,3.1.2,WGII Fig. TS 5,WGII,TS,Fig.,,RCP8.5. The presented index is consistent with com
445,id5134,3.1.2,WGII Fig TS 9,WGII,TS,Fig,,RCP8.5. The presented index is consistent with com
446,id5134,3.1.2,WGII Annex I,WGII,Annex,,,RCP8.5. The presented index is consistent with com
447,id5134,3.1.2,Global to Regional Atlas Figure AI.15,,,,Global to Regional Atlas Figure AI.15,RCP8.5. The presented index is consistent with com
448,id5134,3.1.2,Figure AI.22,,,Figure,,RCP8.5. The presented index is consistent with com
449,id5134,3.1.2,Figure AI.23,,,Figure,,RCP8.5. The presented index is consistent with com
450,id5134,3.1.2,Figure AI.29,,,Figure,,RCP8.5. The presented index is consistent with com
451,id5134,3.1.2,WGII 7.3.1.2,WGII,,,,RCP8.5. The presented index is consistent with com
452,id5134,3.1.2,7.2.4.1,,,,,RCP8.5. The presented index is consistent with com
453,id5134,3.1.2,SROCC Figure SPM 3,SROCC,SPM,Figure,,RCP8.5. The presented index is consistent with com
454,id5262,3.1.2,WGI Figure SPM 8,WGI,SPM,Figure,,risk assume low to no adaptation. Text bubbles ind
455,id5262,3.1.2,WGII SPM B.3.3,WGII,SPM,,,risk assume low to no adaptation. Text bubbles ind
456,id5262,3.1.2,WGII Figure SPM 3,WGII,SPM,Figure,,risk assume low to no adaptation. Text bubbles ind
457,id5262,3.1.2,WGII SM 16.6,WGII,SM,,,risk assume low to no adaptation. Text bubbles ind
458,id5262,3.1.2,WGII SM 16.7.4,WGII,SM,,,risk assume low to no adaptation. Text bubbles ind
459,id5262,3.1.2,SRCCL Figure SPM 2,SRCCL,SPM,Figure,,risk assume low to no adaptation. Text bubbles ind
460,id5262,3.1.2,SROCC Figure SPM 3d,SROCC,SPM,Figure,,risk assume low to no adaptation. Text bubbles ind
461,id5262,3.1.2,SROCC SPM 5a,SROCC,SPM,,,risk assume low to no adaptation. Text bubbles ind
462,id5262,3.1.2,SROCC 4SM,SROCC,,,,risk assume low to no adaptation. Text bubbles ind
463,id5262,3.1.2,SRCCL 7.3.1,SRCCL,,,,risk assume low to no adaptation. Text bubbles ind
464,id5262,3.1.2,SRCCL 7SM,SRCCL,,,,risk assume low to no adaptation. Text bubbles ind
465,id5321,3.1.2,WGI SPM C.3.2,WGI,SPM,,,The  likelihood  of  abrupt  and  irreversible  ch
466,id5321,3.1.2,WGI Box TS 9,WGI,TS,Box,,The  likelihood  of  abrupt  and  irreversible  ch
467,id5321,3.1.2,WGI TS 2.6,WGI,TS,,,The  likelihood  of  abrupt  and  irreversible  ch
468,id5321,3.1.2,WGII Figure SPM 3,WGII,SPM,Figure,,The  likelihood  of  abrupt  and  irreversible  ch
469,id5321,3.1.2,WGII SPM B.3.1,WGII,SPM,,,The  likelihood  of  abrupt  and  irreversible  ch
470,id5321,3.1.2,WGII SPM B.4.1,WGII,SPM,,,The  likelihood  of  abrupt  and  irreversible  ch
471,id5321,3.1.2,WGII SPM B.5.2,WGII,SPM,,,The  likelihood  of  abrupt  and  irreversible  ch
472,id5321,3.1.2,WGII Table TS 1,WGII,TS,Table,,The  likelihood  of  abrupt  and  irreversible  ch
473,id5321,3.1.2,WGII TS C.1,WGII,TS,,,The  likelihood  of  abrupt  and  irreversible  ch
474,id5321,3.1.2,WGII TS C.13.3,WGII,TS,,,The  likelihood  of  abrupt  and  irreversible  ch
475,id5321,3.1.2,SROCC SPM B.4,SROCC,SPM,,,The  likelihood  of  abrupt  and  irreversible  ch
476,id5412,3.1.2,WGI SPM B.5.2,WGI,SPM,,,global mean sea level rise are consistent with rec
477,id5412,3.1.2,WGI SPM B.5.3,WGI,SPM,,,global mean sea level rise are consistent with rec
478,id5412,3.1.2,WGI SPM B.5.4,WGI,SPM,,,global mean sea level rise are consistent with rec
479,id5412,3.1.2,WGI SPM C.2.5,WGI,SPM,,,global mean sea level rise are consistent with rec
480,id5412,3.1.2,WGI Box TS 4,WGI,TS,Box,,global mean sea level rise are consistent with rec
481,id5412,3.1.2,WGI Box TS 9,WGI,TS,Box,,global mean sea level rise are consistent with rec
482,id5412,3.1.2,WGI 9.5.1,WGI,,,,global mean sea level rise are consistent with rec
483,id5412,3.1.2,WGII TS C.5,WGII,TS,,,global mean sea level rise are consistent with rec
484,id5412,3.1.2,SROCC SPM B.3,SROCC,SPM,,,global mean sea level rise are consistent with rec
485,id5412,3.1.2,SROCC SPM B.6,SROCC,SPM,,,global mean sea level rise are consistent with rec
486,id5412,3.1.2,SROCC SPM B.9,SROCC,SPM,,,global mean sea level rise are consistent with rec
487,id5429,3.1.2,WGI SPM B.5.3,WGI,SPM,,,The probability of low-likelihood outcomes associa
488,id5429,3.1.2,WGI SPM C.3,WGI,SPM,,,The probability of low-likelihood outcomes associa
489,id5429,3.1.2,WGI SPM C.3.1,WGI,SPM,,,The probability of low-likelihood outcomes associa
490,id5429,3.1.2,WGI SPM C.3.2,WGI,SPM,,,The probability of low-likelihood outcomes associa
491,id5429,3.1.2,WGI SPM C.3.3,WGI,SPM,,,The probability of low-likelihood outcomes associa
492,id5429,3.1.2,WGI SPM C.3.4,WGI,SPM,,,The probability of low-likelihood outcomes associa
493,id5429,3.1.2,WGI SPM C.3.5,WGI,SPM,,,The probability of low-likelihood outcomes associa
494,id5429,3.1.2,WGI Figure SPM 8,WGI,SPM,Figure,,The probability of low-likelihood outcomes associa
495,id5429,3.1.2,WGI Box TS 3,WGI,TS,Box,,The probability of low-likelihood outcomes associa
496,id5429,3.1.2,WGI Figure TS 6,WGI,TS,Figure,,The probability of low-likelihood outcomes associa
497,id5429,3.1.2,WGI Box 9.4,WGI,,Box,,The probability of low-likelihood outcomes associa
498,id5429,3.1.2,WGII SPM B.4.5,WGII,SPM,,,The probability of low-likelihood outcomes associa
499,id5429,3.1.2,WGII SPM C.2.8,WGII,SPM,,,The probability of low-likelihood outcomes associa
500,id5429,3.1.2,SROCC SPM B.2.7,SROCC,SPM,,,The probability of low-likelihood outcomes associa
501,id5493,3.1.2,WGII SPM C.2,WGII,SPM,,,The effectiveness of adaptation to reduce climate 
502,id5493,3.1.2,WGII SPM C.2.1,WGII,SPM,,,The effectiveness of adaptation to reduce climate 
503,id5493,3.1.2,WGII SPM C.2.5,WGII,SPM,,,The effectiveness of adaptation to reduce climate 
504,id5493,3.1.2,WGII SPM C.2.10,WGII,SPM,,,The effectiveness of adaptation to reduce climate 
505,id5493,3.1.2,WGII Figure TS 6 Panel (e),WGII,TS,Figure,6 Panel (e),The effectiveness of adaptation to reduce climate 
506,id5493,3.1.2,4.7.2,,,,,The effectiveness of adaptation to reduce climate 
507,id5525,3.1.2,WGII 4.7.2,WGII,,,,66 This outcome is characterised by deep uncertain
508,id5595,3.1.2,WGII SPM C.3,WGII,SPM,,,"With increasing global warming, more limits to ada"
509,id5595,3.1.2,WGII SPM C.3.3,WGII,SPM,,,"With increasing global warming, more limits to ada"
510,id5595,3.1.2,WGII SPM C.3.4,WGII,SPM,,,"With increasing global warming, more limits to ada"
511,id5595,3.1.2,WGII SPM C.3.5,WGII,SPM,,,"With increasing global warming, more limits to ada"
512,id5595,3.1.2,WGII TS D.2.2,WGII,TS,,,"With increasing global warming, more limits to ada"
513,id5595,3.1.2,WGII TS D.2.3,WGII,TS,,,"With increasing global warming, more limits to ada"
514,id5595,3.1.2,SR1.5 SPM B.6,SR1.5,SPM,,,"With increasing global warming, more limits to ada"
515,id5595,3.1.2,SROCC SPM C.1,SROCC,SPM,,,"With increasing global warming, more limits to ada"
516,id5628,3.1.2,WGII SPM C.2,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
517,id5628,3.1.2,WGII SPM C.2.6,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
518,id5628,3.1.2,WGII SPM C.2.13,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
519,id5628,3.1.2,WGII SPM C.3.1,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
520,id5628,3.1.2,WGII SPM C.3.4,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
521,id5628,3.1.2,WGII SPM C.3.5,WGII,SPM,,,"Integrated, cross-cutting multi-sectoral solutions"
522,id5628,3.1.2,WGII Figure TS 6 Panel (e),WGII,TS,Figure,6 Panel (e),"Integrated, cross-cutting multi-sectoral solutions"
523,id5644,3.1.2,WGII SPM C.4,WGII,SPM,,,Maladaptive responses to climate change can create
524,id5644,3.1.2,WGII SPM C.4.1,WGII,SPM,,,Maladaptive responses to climate change can create
525,id5644,3.1.2,WGII SPM C.4.2,WGII,SPM,,,Maladaptive responses to climate change can create
526,id5644,3.1.2,WGII SPM C.4.3,WGII,SPM,,,Maladaptive responses to climate change can create
527,id5657,3.1.2,WGI SPM C.2.5,WGI,SPM,,,Sea level rise poses a distinctive and severe adap
528,id5657,3.1.2,WGII SPM C.2.8,WGII,SPM,,,Sea level rise poses a distinctive and severe adap
529,id5657,3.1.2,WGII SPM C.4.1,WGII,SPM,,,Sea level rise poses a distinctive and severe adap
530,id5657,3.1.2,WGII 13.10,WGII,,,,Sea level rise poses a distinctive and severe adap
531,id5657,3.1.2,WGII CCBox SLR,WGII,,CCBox,,Sea level rise poses a distinctive and severe adap
532,id5657,3.1.2,SROCC SPM B.9,SROCC,SPM,,,Sea level rise poses a distinctive and severe adap
533,id5657,3.1.2,SROCC SPM C.3.2,SROCC,SPM,,,Sea level rise poses a distinctive and severe adap
534,id5657,3.1.2,SROCC Figure SPM 4,SROCC,SPM,Figure,,Sea level rise poses a distinctive and severe adap
535,id5657,3.1.2,SROCC Figure SPM 5c,SROCC,SPM,Figure,,Sea level rise poses a distinctive and severe adap
536,id5773,3.1.2,WGI SPM B.5,WGI,SPM,,,confidence). Changes relative to 1900 are calculat
537,id5773,3.1.2,C.2.5,,,,,confidence). Changes relative to 1900 are calculat
538,id5773,3.1.2,Figure SPM 8,,SPM,Figure,,confidence). Changes relative to 1900 are calculat
539,id5773,3.1.2,9.6,,,,,confidence). Changes relative to 1900 are calculat
540,id5773,3.1.2,WGII SPM B.4.5,WGII,SPM,,,confidence). Changes relative to 1900 are calculat
541,id5773,3.1.2,B.5.2,,,,,confidence). Changes relative to 1900 are calculat
542,id5773,3.1.2,C.2.8,,,,,confidence). Changes relative to 1900 are calculat
543,id5773,3.1.2,D.3.3,,,,,confidence). Changes relative to 1900 are calculat
544,id5773,3.1.2,TS D.7,,TS,,,confidence). Changes relative to 1900 are calculat
545,id5773,3.1.2,CCBox SLR,,,CCBox,,confidence). Changes relative to 1900 are calculat
546,id5828,3.1.2,WGI SPM D.1,WGI,SPM,,,Limiting global temperature increase to a specific
547,id5828,3.1.2,WGI SPM D.1.1,WGI,SPM,,,Limiting global temperature increase to a specific
548,id5828,3.1.2,SR1.5 SPM C.1.3,SR1.5,SPM,,,Limiting global temperature increase to a specific
549,id5884,3.1.2,WGI Table SPM 2,WGI,SPM,Table,,69 See Annex 1: Glossary.  70 This likelihood is b
550,id5884,3.1.2,WGI Box TS 7,WGI,TS,Box,,69 See Annex 1: Glossary.  70 This likelihood is b
551,id5884,3.1.2,WGIII Box 3.4,WGIII,,Box,,69 See Annex 1: Glossary.  70 This likelihood is b
552,id5999,3.1.2,WGI Table SPM 2,WGI,SPM,Table,,If the annual CO2 emissions between 2020-2030 stay
553,id5999,3.1.2,WGIII SPM B.1.3,WGIII,SPM,,,If the annual CO2 emissions between 2020-2030 stay
554,id5999,3.1.2,WGIII Table 2.1,WGIII,,Table,,If the annual CO2 emissions between 2020-2030 stay
555,id6017,3.1.2,WGI SPM B.4,WGI,SPM,,,"In scenarios with increasing CO2 emissions, the la"
556,id6017,3.1.2,WGI SPM B.4.1,WGI,SPM,,,"In scenarios with increasing CO2 emissions, the la"
557,id6017,3.1.2,WGI SPM B.4.2,WGI,SPM,,,"In scenarios with increasing CO2 emissions, the la"
558,id6017,3.1.2,WGI SPM B.4.3,WGI,SPM,,,"In scenarios with increasing CO2 emissions, the la"
