anchor,a_text,target,t_text
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,forest,  Forest A vegetation type dominated by trees. Many definitions of the term  forest  are in use thro
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,afforestation,  Afforestation Conversion to  forest  of  land  that historically has not contained  forests . See 
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,forest,  Forest A vegetation type dominated by trees. Many definitions of the term  forest  are in use thro
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,afforestation,  Afforestation Conversion to  forest  of  land  that historically has not contained  forests . See 
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,reforestation,  Reforestation Conversion to  forest  of land that has previously contained  forests  but that has 
deforestation,Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation .[Note: For a di,deforestation,  Deforestation Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation 
desertification,"Land degradation  in arid, semi-arid, and dry sub-humid areas resulting from many factors, including",land_degradation,"  Land degradation A negative trend in  land  condition, caused by direct or indirect human-induced "
detection,Detection  of change is defined as the process of demonstrating that  climate  or a system affected ,detection,  Detection Detection  of change is defined as the process of demonstrating that  climate  or a syst
detection,Detection  of change is defined as the process of demonstrating that  climate  or a system affected ,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
detection,Detection  of change is defined as the process of demonstrating that  climate  or a system affected ,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
detection,Detection  of change is defined as the process of demonstrating that  climate  or a system affected ,likelihood,"  Likelihood The chance of a specific outcome occurring, where this might be estimated probabilistic"
developed_developing_countries__industrialised_developed__developing_countries_,There is a diversity of approaches for categorising countries on the basis of their level of develop,small_island_developing_states__sids_,"  Small Island Developing States (SIDS) Small Island Developing States (SIDS) , as recognised by the"
developed_developing_countries__industrialised_developed__developing_countries_,There is a diversity of approaches for categorising countries on the basis of their level of develop,income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
developed_developing_countries__industrialised_developed__developing_countries_,There is a diversity of approaches for categorising countries on the basis of their level of develop,income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
developed_developing_countries__industrialised_developed__developing_countries_,There is a diversity of approaches for categorising countries on the basis of their level of develop,income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
diatoms,"Microscopic (2–200 µm) unicellular photosynthetic algae that live in surface waters of lakes, rivers",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
diatoms,"Microscopic (2–200 µm) unicellular photosynthetic algae that live in surface waters of lakes, rivers",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,hazard,  Hazard The potential occurrence of a natural or human-induced physical event or trend that may cau
disaster,A ‘serious disruption of the functioning of a community or a society at any scale due to hazardous e,risk,"  Risk The potential for adverse consequences for human or ecological systems, recognising the diver"
disaster_management,"Social processes for designing, implementing and evaluating strategies,  policies  and measures that",disaster,  Disaster A ‘serious disruption of the functioning of a community or a society at any scale due to 
disaster_risk,The  likelihood  over a specified time period of severe alterations in the normal functioning of a c,likelihood,"  Likelihood The chance of a specific outcome occurring, where this might be estimated probabilistic"
disaster_risk_reduction__drr_,"Denotes both a  policy  goal or objective, and the strategic and instrumental measures employed for ",disaster_risk,  Disaster risk The  likelihood  over a specified time period of severe alterations in the normal fu
disaster_risk_reduction__drr_,"Denotes both a  policy  goal or objective, and the strategic and instrumental measures employed for ",hazard,  Hazard The potential occurrence of a natural or human-induced physical event or trend that may cau
disaster_risk_reduction__drr_,"Denotes both a  policy  goal or objective, and the strategic and instrumental measures employed for ",resilience,"  Resilience The capacity of interconnected social, economic and ecological systems to cope with a h"
discount_rate,See  Discounting .,discounting,  Discounting A mathematical operation that aims to make monetary (or other) amounts received or exp
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,downscaling,  Downscaling A method that derives local- to regional-scale information from larger-scale  models  
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,downscaling,  Downscaling A method that derives local- to regional-scale information from larger-scale  models  
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,resolution,"  Resolution In  climate models , this term refers to the physical distance (metres or degrees) betw"
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,resolution,"  Resolution In  climate models , this term refers to the physical distance (metres or degrees) betw"
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,downscaling,  Downscaling A method that derives local- to regional-scale information from larger-scale  models  
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,climate_model,  Climate model A qualitative or quantitative representation of the  climate system  based on the ph
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,downscaling,  Downscaling A method that derives local- to regional-scale information from larger-scale  models  
downscaling,A method that derives local- to regional-scale information from larger-scale  models  or data analys,climate_model,  Climate model A qualitative or quantitative representation of the  climate system  based on the ph
megadrought,"A very lengthy and pervasive  drought , lasting much longer than normal, usually a decade or more.",drought,  Drought An exceptional period of water shortage for existing  ecosystems  and the human population
hydrological_drought,"A period with large  runoff  and water deficits in rivers, lakes and ",runoff,"  Runoff The flow of water over the surface or through the subsurface, which typically originates fr"
early_warning_systems__ews_,"The set of technical and institutional capacities to forecast, predict and communicate timely and me",hazard,  Hazard The potential occurrence of a natural or human-induced physical event or trend that may cau
early_warning_systems__ews_,"The set of technical and institutional capacities to forecast, predict and communicate timely and me",hazard,  Hazard The potential occurrence of a natural or human-induced physical event or trend that may cau
early_warning_systems__ews_,"The set of technical and institutional capacities to forecast, predict and communicate timely and me",coral_bleaching,  Coral bleaching Loss of coral pigmentation through the loss of intracellular symbiotic algae (know
early_warning_systems__ews_,"The set of technical and institutional capacities to forecast, predict and communicate timely and me",drought,  Drought An exceptional period of water shortage for existing  ecosystems  and the human population
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,atmosphere,"  Atmosphere The gaseous envelope surrounding the Earth, divided into five layers: the troposphere, "
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,carbon_dioxide__co,"  Carbon dioxide (CO 2 ) A naturally occurring gas, CO 2 is also a by-product of burning  fossil fue"
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,carbon_dioxide__co,  Carbon dioxide (CO 2 ) fertilisation The increase of plant  photosynthesis  and  water-use efficie
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,urban,  Urban The categorisation of areas as “ urban ” by government statistical departments is generally 
earth_system_model__esm_,A coupled  Atmosphere – Ocean  General Circulation Model (AOGCM) in which a representation of the  c,models,  Models Structured imitations of a system’s attributes and mechanisms to mimic the appearance or fu
eastern_boundary_upwelling_system__ebus_,Eastern boundary upwelling systems (EBUS)  are located at the eastern (landward) edges of major  oce,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
eastern_boundary_upwelling_system__ebus_,Eastern boundary upwelling systems (EBUS)  are located at the eastern (landward) edges of major  oce,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
eastern_boundary_upwelling_system__ebus_,Eastern boundary upwelling systems (EBUS)  are located at the eastern (landward) edges of major  oce,coast,"  Coast The  land  near to the sea. The term ‘coastal’ can refer to that  land  (e.g., as in ‘coasta"
ecosystem,"A functional unit consisting of living organisms, their non-living environment and the interactions ",ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem,"A functional unit consisting of living organisms, their non-living environment and the interactions ",ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem,"A functional unit consisting of living organisms, their non-living environment and the interactions ",ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem,"A functional unit consisting of living organisms, their non-living environment and the interactions ",ecosystem_services,  Ecosystem services Ecological processes or functions having monetary or non-monetary value to indi
ecosystem,"A functional unit consisting of living organisms, their non-living environment and the interactions ",ecosystem_health,"  Ecosystem health Ecosystem health  is a metaphor used to describe the condition of an  ecosystem ,"
ecosystem_health,"Ecosystem health  is a metaphor used to describe the condition of an  ecosystem , by analogy with hu",ecosystem_health,"  Ecosystem health Ecosystem health  is a metaphor used to describe the condition of an  ecosystem ,"
ecosystem_health,"Ecosystem health  is a metaphor used to describe the condition of an  ecosystem , by analogy with hu",ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem_health,"Ecosystem health  is a metaphor used to describe the condition of an  ecosystem , by analogy with hu",health,"  Health Health  is a state of complete physical, mental and social  well-being  and not merely the "
ecosystem_health,"Ecosystem health  is a metaphor used to describe the condition of an  ecosystem , by analogy with hu",ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,biodiversity,  Biodiversity Biodiversity  or biological diversity means the variability among living organisms fr
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,sequestration,  Sequestration The process of storing carbon in a carbon pool. See also  Sink .
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,ecosystem,"  Ecosystem A functional unit consisting of living organisms, their non-living environment and the i"
ecosystem_services,Ecological processes or functions having monetary or non-monetary value to individuals or society at,ecosystem_health,"  Ecosystem health Ecosystem health  is a metaphor used to describe the condition of an  ecosystem ,"
el_niño-southern_oscillation__enso_,The term ‘El Niño’ was initially used to describe a warm-water current that periodically flows along,coast,"  Coast The  land  near to the sea. The term ‘coastal’ can refer to that  land  (e.g., as in ‘coasta"
el_niño-southern_oscillation__enso_,The term ‘El Niño’ was initially used to describe a warm-water current that periodically flows along,atmosphere,"  Atmosphere The gaseous envelope surrounding the Earth, divided into five layers: the troposphere, "
el_niño-southern_oscillation__enso_,The term ‘El Niño’ was initially used to describe a warm-water current that periodically flows along,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
el_niño-southern_oscillation__enso_,The term ‘El Niño’ was initially used to describe a warm-water current that periodically flows along,el_niño-southern_oscillation__enso_,  El Niño-Southern Oscillation (ENSO) The term ‘El Niño’ was initially used to describe a warm-water
el_niño-southern_oscillation__enso_,The term ‘El Niño’ was initially used to describe a warm-water current that periodically flows along,anomaly,  Anomaly The deviation of a variable from its value averaged over a  reference period .
emergence__of_the_climate_signal_,Emergence of a  climate change  signal or trend refers to when a change in  climate  (the ‘signal’) ,climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
emergence__of_the_climate_signal_,Emergence of a  climate change  signal or trend refers to when a change in  climate  (the ‘signal’) ,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
emergence__of_the_climate_signal_,Emergence of a  climate change  signal or trend refers to when a change in  climate  (the ‘signal’) ,global_warming,  Global warming Global warming  refers to the increase in global surface temperature relative to a 
emission_scenario,See  Scenario .,scenario,  Scenario A plausible description of how the future may develop based on a coherent and internally 
anthropogenic_emissions,"Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activit",precursors,"  Precursors Atmospheric compounds that are not  greenhouse gases (GHGs)  or  aerosols , but that ha"
anthropogenic_emissions,"Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activit",fossil_fuels,"  Fossil fuels Carbon-based fuels from fossil hydrocarbon deposits, including coal, oil and natural "
anthropogenic_emissions,"Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activit",deforestation,  Deforestation Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation 
anthropogenic_emissions,"Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosols  caused by human activit",land_use,"  Land use The total of arrangements, activities and inputs applied to a parcel of  land . The term "
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,non-co,  Non-CO 2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anth
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,anthropogenic_emissions,  Anthropogenic emissions See  Emissions .
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,anthropogenic_emissions,"  Anthropogenic emissions Emissions  of  greenhouse gases (GHGs) ,  precursors  of GHGs and  aerosol"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,radiative_forcing,"  Radiative forcing The change in the net, downward minus upward, radiative  flux  (expressed in W m"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,climate,"  Climate In a narrow sense,  climate  is usually defined as the average weather -or more rigorously"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,methane__ch,  Methane (CH 4 ) One of the six  greenhouse gases (GHGs)  to be mitigated under the Kyoto Protocol.
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,ozone__o,"  Ozone (O 3 ) The triatomic form of oxygen, and a gaseous atmospheric constituent. In the troposphe"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,radiative_forcing,"  Radiative forcing The change in the net, downward minus upward, radiative  flux  (expressed in W m"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,albedo,"  Albedo The proportion of sunlight (solar radiation) reflected by a surface or object, often expres"
non-co,2 emissions and radiative forcing Non-CO 2 emissions  included in this report are all  anthropogenic,radiative_forcing,"  Radiative forcing The change in the net, downward minus upward, radiative  flux  (expressed in W m"
enabling_conditions__for_adaptation_and_mitigation_options_,Conditions that enhance the  feasibility  of  adaptation  and  mitigation options .  Enabling condit,feasibility,"  Feasibility In this report,  feasibility  refers to the potential for a  mitigation  or  adaptatio"
enabling_conditions__for_adaptation_and_mitigation_options_,Conditions that enhance the  feasibility  of  adaptation  and  mitigation options .  Enabling condit,institutional_capacity,  Institutional capacity Building and strengthening individual organisations and providing technical
enabling_conditions__for_adaptation_and_mitigation_options_,Conditions that enhance the  feasibility  of  adaptation  and  mitigation options .  Enabling condit,governance,"  Governance The structures, processes and actions through which private and public actors interact "
energy_efficiency,The ratio of output or useful energy or energy services or other useful physical outputs obtained fr,energy_efficiency,  Energy efficiency The ratio of output or useful energy or energy services or other useful physical
energy_security,"The goal of a given country, or the global community as a whole, to maintain an adequate, stable and",resilience,"  Resilience The capacity of interconnected social, economic and ecological systems to cope with a h"
energy_security,"The goal of a given country, or the global community as a whole, to maintain an adequate, stable and",infrastructure,  Infrastructure The designed and built set of physical systems and corresponding institutional arra
equality,"A principle that ascribes equal worth to all human beings, including equal opportunities, rights and",equity,"  Equity The principle of being fair and impartial, and a basis for understanding how the  impacts  "
equality,"A principle that ascribes equal worth to all human beings, including equal opportunities, rights and",fairness,  Fairness Impartial and just treatment without favouritism or discrimination in which each person i
inequality,"Uneven opportunities and social positions, and processes of dis- crimination within a group or socie",income,"  Income The maximum amount that a household, or other unit, can consume without reducing its real n"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",climate_change,"  Climate change A change in the state of the  climate  that can be identified (e.g., by using or lo"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",equality,"  Equality A principle that ascribes equal worth to all human beings, including equal opportunities,"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",fairness,  Fairness Impartial and just treatment without favouritism or discrimination in which each person i
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
equity,"The principle of being fair and impartial, and a basis for understanding how the  impacts  and respo",equity,"  Equity The principle of being fair and impartial, and a basis for understanding how the  impacts  "
ethics,"Ethics  involves questions of  justice  and value. Justice is concerned with right and wrong,  equit",ethics,  Ethics Ethics  involves questions of  justice  and value. Justice is concerned with right and wron
ethics,"Ethics  involves questions of  justice  and value. Justice is concerned with right and wrong,  equit",justice,"  Justice Justice  is concerned with, setting out the moral or legal principles of  fairness  and  e"
ethics,"Ethics  involves questions of  justice  and value. Justice is concerned with right and wrong,  equit",equity,"  Equity The principle of being fair and impartial, and a basis for understanding how the  impacts  "
ethics,"Ethics  involves questions of  justice  and value. Justice is concerned with right and wrong,  equit",fairness,  Fairness Impartial and just treatment without favouritism or discrimination in which each person i
eutrophication,Over-enrichment of water by nutrients such as nitrogen and phosphorus. It is one of the leading caus,eutrophication,  Eutrophication Over-enrichment of water by nutrients such as nitrogen and phosphorus. It is one of
evapotranspiration,The combined processes through which water is transferred to the  atmosphere  from open water and ic,atmosphere,"  Atmosphere The gaseous envelope surrounding the Earth, divided into five layers: the troposphere, "
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",evidence,  Evidence Data and information used in the scientific process to establish findings. In this report
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",agreement,"  Agreement In this report, the degree of  agreement  within the scientific body of knowledge on a p"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",confidence,"  Confidence The robustness of a finding based on the type, amount, quality and consistency of  evid"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",likelihood,"  Likelihood The chance of a specific outcome occurring, where this might be estimated probabilistic"
evidence,"Data and information used in the scientific process to establish findings. In this report, the degre",uncertainty,  Uncertainty A state of incomplete knowledge that can result from a lack of information 
externality_external_cost_external_benefit,"Externalities  arise from a human activity, when agents responsible for the activity do not take ful",impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
extinction,"A population, species or more inclusive taxonomic group has gone extinct when all its individuals ha",extinction,"  Extinction A population, species or more inclusive taxonomic group has gone extinct when all its i"
extinction,"A population, species or more inclusive taxonomic group has gone extinct when all its individuals ha",extinction,"  Extinction A population, species or more inclusive taxonomic group has gone extinct when all its i"
extinction,"A population, species or more inclusive taxonomic group has gone extinct when all its individuals ha",ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
extinction,"A population, species or more inclusive taxonomic group has gone extinct when all its individuals ha",extirpation,"  Extirpation The disappearance of a species from an area, sometimes also referred to as local  exti"
extirpation,"The disappearance of a species from an area, sometimes also referred to as local  extinction . Its u",extinction,"  Extinction A population, species or more inclusive taxonomic group has gone extinct when all its i"
extirpation,"The disappearance of a species from an area, sometimes also referred to as local  extinction . Its u",extinction,"  Extinction A population, species or more inclusive taxonomic group has gone extinct when all its i"
extreme_sea_level__esl_,"The occurrence of an exceptionally low or high local sea surface height, arising from (a combination",impacts,"  Impacts The consequences of realised  risks  on  natural  and  human systems , where  risks  resul"
extreme_sea_level__esl_,"The occurrence of an exceptionally low or high local sea surface height, arising from (a combination",sea_level_change__sea_level_rise_sea_level_fall_,"  Sea level change (sea level rise/sea level fall) Change to the height of sea level, both globally "
extreme_weather_event,"An event that is rare at a particular place and time of year. Definitions of ‘rare’ vary, but an  ex",extreme_weather_event,  Extreme weather event An event that is rare at a particular place and time of year. Definitions of
fairness,Impartial and just treatment without favouritism or discrimination in which each person is considere,equality,"  Equality A principle that ascribes equal worth to all human beings, including equal opportunities,"
fairness,Impartial and just treatment without favouritism or discrimination in which each person is considere,equity,"  Equity The principle of being fair and impartial, and a basis for understanding how the  impacts  "
feasibility,"In this report,  feasibility  refers to the potential for a  mitigation  or  adaptation option  to b",feasibility,"  Feasibility In this report,  feasibility  refers to the potential for a  mitigation  or  adaptatio"
feasibility,"In this report,  feasibility  refers to the potential for a  mitigation  or  adaptation option  to b",feasibility,"  Feasibility In this report,  feasibility  refers to the potential for a  mitigation  or  adaptatio"
feasibility,"In this report,  feasibility  refers to the potential for a  mitigation  or  adaptation option  to b",feasibility,"  Feasibility In this report,  feasibility  refers to the potential for a  mitigation  or  adaptatio"
feasibility,"In this report,  feasibility  refers to the potential for a  mitigation  or  adaptation option  to b",feasibility,"  Feasibility In this report,  feasibility  refers to the potential for a  mitigation  or  adaptatio"
feasibility,"In this report,  feasibility  refers to the potential for a  mitigation  or  adaptation option  to b",enabling_conditions__for_adaptation_and_mitigation_options_,  Enabling conditions (for adaptation and mitigation options) Conditions that enhance the  feasibili
fire_weather,"Weather conditions conducive to triggering and sustaining wildfires, usually based on a set of indic",soil_moisture,  Soil moisture Water stored in the soil in liquid or frozen form. Root-zone  soil moisture  is of m
fire_weather,"Weather conditions conducive to triggering and sustaining wildfires, usually based on a set of indic",fire_weather,"  Fire weather Weather conditions conducive to triggering and sustaining wildfires, usually based on"
flux,"A movement (flow) of matter (e.g., water vapour, particles), heat or energy from one place to anothe",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
flux,"A movement (flow) of matter (e.g., water vapour, particles), heat or energy from one place to anothe",atmosphere,"  Atmosphere The gaseous envelope surrounding the Earth, divided into five layers: the troposphere, "
food_security,"A situation that exists when all people, at all times, have physical, social and economic access to ",food_security,"  Food security A situation that exists when all people, at all times, have physical, social and eco"
food_security,"A situation that exists when all people, at all times, have physical, social and economic access to ",food_security,"  Food security A situation that exists when all people, at all times, have physical, social and eco"
utilisation,The way in which the body uses the various nutrients in food. Individuals achieve sufficient energy ,diet,"  Diet The kinds of food that follow a particular pattern that a person or community eats (FAO, 2014"
stability,The stability of the other three dimensions over time. Even if individuals’ food intake is adequate ,food_security,"  Food security A situation that exists when all people, at all times, have physical, social and eco"
food_system,"All the elements (environment, people, inputs, processes, infrastructures,  institutions , etc.) and",institutions,"  Institutions Rules, norms and conventions that guide, constrain or enable human behaviours and pra"
food_system,"All the elements (environment, people, inputs, processes, infrastructures,  institutions , etc.) and",food_system,"  Food system All the elements (environment, people, inputs, processes, infrastructures,  institutio"
food_system,"All the elements (environment, people, inputs, processes, infrastructures,  institutions , etc.) and",food_system,"  Food system All the elements (environment, people, inputs, processes, infrastructures,  institutio"
forest,A vegetation type dominated by trees. Many definitions of the term  forest  are in use throughout th,forest,  Forest A vegetation type dominated by trees. Many definitions of the term  forest  are in use thro
forest,A vegetation type dominated by trees. Many definitions of the term  forest  are in use throughout th,afforestation,  Afforestation Conversion to  forest  of  land  that historically has not contained  forests . See 
forest,A vegetation type dominated by trees. Many definitions of the term  forest  are in use throughout th,deforestation,  Deforestation Conversion of  forest  to non-forest. See also  Afforestation  and  Refor- estation 
forest,A vegetation type dominated by trees. Many definitions of the term  forest  are in use throughout th,reforestation,  Reforestation Conversion to  forest  of land that has previously contained  forests  but that has 
forest_degradation,A reduction in the capacity of a  forest  to produce  ecosystem services  such as carbon storage and,forest,  Forest A vegetation type dominated by trees. Many definitions of the term  forest  are in use thro
forest_degradation,A reduction in the capacity of a  forest  to produce  ecosystem services  such as carbon storage and,ecosystem_services,  Ecosystem services Ecological processes or functions having monetary or non-monetary value to indi
forest_degradation,A reduction in the capacity of a  forest  to produce  ecosystem services  such as carbon storage and,anthropogenic,  Anthropogenic Resulting from or produced by human activities.
forest_management,See  Sustainable forest management .,sustainable_forest_management,"  Sustainable forest management The stewardship and use of  forests  and  forest  lands in a way, an"
glacial_lake_outburst_flood__glof__glacier_lake_outburst,"A sudden release of water from a  glacier  lake, including any of the following types: a  glacier -d",glacier,"  Glacier A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by "
glacial_lake_outburst_flood__glof__glacier_lake_outburst,"A sudden release of water from a  glacier  lake, including any of the following types: a  glacier -d",glacier,"  Glacier A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by "
glacial_lake_outburst_flood__glof__glacier_lake_outburst,"A sudden release of water from a  glacier  lake, including any of the following types: a  glacier -d",glacier,"  Glacier A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by "
glacier,"A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by  accumulat",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
glacier,"A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by  accumulat",evidence,  Evidence Data and information used in the scientific process to establish findings. In this report
glacier,"A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by  accumulat",glacier,"  Glacier A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by "
glacier,"A perennial mass of ice, and possibly firn and snow, originating on the  land  surface by  accumulat",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
global_change,"A generic term to describe global-scale changes in systems, including the  climate system ,  ecosyst",climate_system,"  Climate system The global system consisting of five major components: the  atmosphere , the hydros"
global_mean_sea_level_change,Global mean sea level  (GMSL)  change  is the increase or decrease in the volume of the  ocean  divi,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
global_mean_sea_level_change,Global mean sea level  (GMSL)  change  is the increase or decrease in the volume of the  ocean  divi,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
global_mean_sea_level_change,Global mean sea level  (GMSL)  change  is the increase or decrease in the volume of the  ocean  divi,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
global_mean_sea_level_change,Global mean sea level  (GMSL)  change  is the increase or decrease in the volume of the  ocean  divi,ocean,"  Ocean The interconnected body of saline water that covers 71% of the Earth’s surface, contains 97%"
global_mean_sea_level_change,Global mean sea level  (GMSL)  change  is the increase or decrease in the volume of the  ocean  divi,cryosphere,  Cryosphere The components of the Earth system at and below the  land  and  ocean  surface that are
global_mean_surface_air_temperature__gsat_,"The global average of near-surface air temperatures over  land ,  oceans  and  sea ice . Changes in ",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
global_mean_surface_air_temperature__gsat_,"The global average of near-surface air temperatures over  land ,  oceans  and  sea ice . Changes in ",sea_ice,  Sea ice Ice found at the sea surface that has originated from the freezing of seawater.  Sea ice  
global_mean_surface_air_temperature__gsat_,"The global average of near-surface air temperatures over  land ,  oceans  and  sea ice . Changes in ",global_mean_surface_temperature__gmst_,  Global mean surface temperature (GMST) The estimated global average of near-surface air temperatur
global_mean_surface_temperature__gmst_,"The estimated global average of near-surface air temperatures over  land  and  sea ice , and sea sur",land,"  Land The terrestrial portion of the  biosphere  that comprises the natural resources (soil, near-s"
global_mean_surface_temperature__gmst_,"The estimated global average of near-surface air temperatures over  land  and  sea ice , and sea sur",sea_ice,  Sea ice Ice found at the sea surface that has originated from the freezing of seawater.  Sea ice  
global_mean_surface_temperature__gmst_,"The estimated global average of near-surface air temperatures over  land  and  sea ice , and sea sur",reference_period,"  Reference period A time period of interest, or a period over which some relevant statistics are ca"
global_mean_surface_temperature__gmst_,"The estimated global average of near-surface air temperatures over  land  and  sea ice , and sea sur",global_mean_surface_air_temperature__gsat_,  Global mean surface air temperature (GSAT) The global average of near-surface air temperatures ove
